datetime,symbol,_id,timestamp,exchange,inserted_datetime,interval,longAccount,long_OI,long_OI_change,long_OI_pct_change,sumOpenInterest,sumOpenInterestValue,sum_OI_change,sum_OI_pct_change,open,high,low,close,volume,price_change,price_pct_change
2024-08-07 15:00:00,INJUSDT,66b4bb4574a4db6d2d3d1175,1723042800000,Binance,2024-08-08 22:48:11,15m,0.6973,976433.30407,,,1400305.9,21708313.74237537,,,15.499,15.53,15.463,15.463,16759.0,-0.0360000000000013,-0.0023227304987419
2024-08-07 15:15:00,INJUSDT,66b4dada74a4db6d2d40931a,1723043700000,Binance,2024-08-08 22:48:11,15m,0.701,978873.2455,2439.94143,0.0024988306,1396395.5,21609323.48630767,-3910.3999999999,-0.0027925327,15.477,15.53,15.472,15.478,3676.5,0.0009999999999994,6.461200491047656e-05
2024-08-07 15:30:00,INJUSDT,66b4dada74a4db6d2d40931d,1723044600000,Binance,2024-08-08 22:48:11,15m,0.6996,979503.94344,630.69794,0.0006443101,1400091.4,21616011.1246,3695.8999999999,0.002646743,15.435,15.456,15.41,15.41,3818.8,-0.0250000000000003,-0.0016196954972465
2024-08-07 15:45:00,INJUSDT,66b4dada74a4db6d2d40931f,1723045500000,Binance,2024-08-08 22:48:11,15m,0.7008,984253.69728,4749.7538400001,0.0048491421,1404471.6,21673687.96625634,4380.2000000002,0.00312851,15.416,15.439,15.374,15.376,4108.9,-0.0400000000000009,-0.0025947067981318
2024-08-07 16:00:00,INJUSDT,66b4bb4574a4db6d2d3d1177,1723046400000,Binance,2024-08-08 22:48:11,15m,0.7014,988156.09746,3902.4001799999,0.0039648316,1408833.9,21734242.02766494,4362.2999999998,0.003106008,15.426,15.469,15.409,15.413,8708.1,-0.0129999999999999,-0.0008427330481006
2024-08-07 16:15:00,INJUSDT,66b4dada74a4db6d2d409322,1723047300000,Binance,2024-08-08 22:48:11,15m,0.716,1014571.4272,26415.32974,0.0267319402,1416999.2,21675836.7624,8165.3,0.0057957861,15.295,15.332,15.28,15.3,5915.4,0.0050000000000007,0.0003269042170644
2024-08-07 16:30:00,INJUSDT,66b4dada74a4db6d2d409324,1723048200000,Binance,2024-08-08 22:48:11,15m,0.7196,1026834.37136,12262.9441600002,0.0120868219,1426951.6,21666833.0944,9952.4000000001,0.0070235749,15.18,15.194,15.16,15.167,8021.6,-0.0129999999999999,-0.0008563899868247
2024-08-07 16:45:00,INJUSDT,66b4dada74a4db6d2d40932e,1723049100000,Binance,2024-08-08 22:48:11,15m,0.7161,1031181.42204,4347.0506799998,0.0042334487,1439996.4,21935465.1612,13044.7999999998,0.0091417256,15.236,15.269,15.234,15.258,8706.9,0.0219999999999984,0.0014439485429245
2024-08-07 17:00:00,INJUSDT,66b4bb4574a4db6d2d3d1179,1723050000000,Binance,2024-08-08 22:48:11,15m,0.7162,1032935.94062,1754.5185800001,0.0017014645,1442245.1,21945201.4416,2248.7000000002,0.0015616011,15.216,15.272,15.202,15.262,7006.3,0.0460000000000011,0.0030231335436383
2024-08-07 17:15:00,INJUSDT,66b4dada74a4db6d2d409331,1723050900000,Binance,2024-08-08 22:48:11,15m,0.7115,1024605.9629,-8329.97772,-0.0080643701,1440064.6,21763730.42933102,-2180.5,-0.0015118789,15.109,15.118,15.083,15.106,9296.4,-0.0030000000000001,-0.0001985571513667
2024-08-07 17:30:00,INJUSDT,66b4dada74a4db6d2d409333,1723051800000,Binance,2024-08-08 22:48:11,15m,0.7114,1019006.2298400002,-5599.7330599999,-0.0054652552,1432395.6,21758089.164,-7669.0,-0.0053254555,15.19,15.232,15.187,15.214,4107.9,0.0240000000000009,0.0015799868334431
2024-08-07 17:45:00,INJUSDT,66b4dada74a4db6d2d409335,1723052700000,Binance,2024-08-08 22:48:11,15m,0.7122,1019625.54564,619.3157999999,0.0006077645,1431656.2,21853677.240755,-739.4000000001,-0.0005161982,15.256,15.295,15.245,15.289,3229.4,0.0329999999999994,0.0021630833770319
2024-08-07 18:00:00,INJUSDT,66b4bb4674a4db6d2d3d117b,1723053600000,Binance,2024-08-08 22:48:11,15m,0.7117,1018870.50287,-755.0427699999,-0.0007405099,1431601.1,21744122.03372511,-55.0999999999,-3.84869e-05,15.185,15.224,15.185,15.198,4764.3,0.0129999999999999,0.000856108001317
2024-08-07 18:15:00,INJUSDT,66b4dada74a4db6d2d409338,1723054500000,Binance,2024-08-08 22:48:11,15m,0.7152,1024969.99872,6099.4958499999,0.0059865271,1433123.6,21728977.15847312,1522.5,0.0010634946,15.158,15.189,15.155,15.179,2935.5,0.0210000000000007,0.0013854070457844
2024-08-07 18:30:00,INJUSDT,66b4dada74a4db6d2d40933a,1723055400000,Binance,2024-08-08 22:48:11,15m,0.7142,1029979.5304799998,5009.5317599998,0.0048874911,1442144.4,21692736.0648,9020.7999999998,0.0062945024,15.039,15.074,15.025,15.034,5635.0,-0.004999999999999,-0.0003324689141564
2024-08-07 18:45:00,INJUSDT,66b4dada74a4db6d2d40933c,1723056300000,Binance,2024-08-08 22:48:11,15m,0.7144,1034198.6596,4219.1291200002,0.0040963233,1447646.5,21604740.49673995,5502.1000000001,0.0038152213,14.923,14.939,14.897,14.922,3532.1,-0.0009999999999994,-6.701065469405922e-05
2024-08-07 19:00:00,INJUSDT,66b4bb4674a4db6d2d3d117d,1723057200000,Binance,2024-08-08 22:48:11,15m,0.7144,1035849.3522400002,1650.6926400001,0.0015961079,1449957.1,21569883.88407105,2310.6000000001,0.0015961079,14.876,14.908,14.872,14.889,4032.5,0.0129999999999999,0.0008738908308685
2024-08-07 19:15:00,INJUSDT,66b4dadb74a4db6d2d40933f,1723058100000,Binance,2024-08-08 22:48:11,15m,0.7133,1031842.94612,-4006.4061200002,-0.0038677498,1446576.4,21626317.18,-3380.7000000002,-0.0023315862,14.951,14.961,14.937,14.945,2988.2,-0.0060000000000002,-0.0004013109491004
2024-08-07 19:30:00,INJUSDT,66b4dadb74a4db6d2d409341,1723059000000,Binance,2024-08-08 22:48:11,15m,0.7154,1033099.98288,1257.03676,0.0012182443,1444087.2,21540658.32683021,-2489.2,-0.0017207525,14.914,14.919,14.888,14.911,5033.6,-0.0030000000000001,-0.0002011532787984
2024-08-07 19:45:00,INJUSDT,66b4dadb74a4db6d2d409343,1723059900000,Binance,2024-08-08 22:48:11,15m,0.7143,1036291.93971,3191.95683,0.0030896882,1450779.7,21671747.1586,6692.5,0.0046344154,14.939,14.948,14.929,14.94,2321.0,0.0009999999999994,6.693888479814216e-05
2024-08-07 20:00:00,INJUSDT,66b4bb4674a4db6d2d3d117f,1723060800000,Binance,2024-08-08 22:48:11,15m,0.7152,1037841.024,1549.0842899999,0.0014948339,1451120.0,21671031.6087672,340.3,0.0002345635,14.916,14.945,14.896,14.916,5239.1,0.0,0.0
2024-08-07 20:15:00,INJUSDT,66b4dadb74a4db6d2d409346,1723061700000,Binance,2024-08-08 22:48:11,15m,0.7152,1038119.73744,278.71344,0.0002685512,1451509.7,21623155.73526515,389.7,0.0002685512,14.897,14.901,14.857,14.871,5627.5,-0.0259999999999998,-0.0017453178492313
2024-08-07 20:30:00,INJUSDT,66b4dadb74a4db6d2d409350,1723062600000,Binance,2024-08-08 22:48:11,15m,0.7156,1045014.58104,6894.8436,0.0066416651,1460333.4,21926702.54735071,8823.7,0.0060789811,14.999,15.008,14.907,14.915,8471.5,-0.0840000000000014,-0.0056003733582239
2024-08-07 20:45:00,INJUSDT,66b4dadb74a4db6d2d409352,1723063500000,Binance,2024-08-08 22:48:11,15m,0.7133,1039606.64598,-5407.9350599998,-0.0051749853,1457460.6,21565335.95372931,-2872.7999999998,-0.001967222,14.79,14.808,14.763,14.787,7989.2,-0.0029999999999983,-0.0002028397565921
2024-08-07 21:00:00,INJUSDT,66b4bb4674a4db6d2d3d1181,1723064400000,Binance,2024-08-08 22:48:11,15m,0.7113,1041319.94049,1713.2945099999,0.0016480219,1463967.3,21768378.29193455,6506.7,0.0044644088,14.873,14.889,14.819,14.822,7252.2,-0.0510000000000001,-0.0034290324749546
2024-08-07 21:15:00,INJUSDT,66b4dadb74a4db6d2d409355,1723065300000,Binance,2024-08-08 22:48:11,15m,0.7085,1032470.33955,-8849.60094,-0.0084984457,1457262.3,21665839.0700085,-6705.0,-0.0045800203,14.863,14.863,14.8,14.827,5381.3,-0.0359999999999995,-0.0024221220480387
2024-08-07 21:30:00,INJUSDT,66b4dadb74a4db6d2d409357,1723066200000,Binance,2024-08-08 22:48:11,15m,0.7081,1032264.85193,-205.48762,-0.0001990252,1457795.3,21581201.6212,533.0,0.0003657543,14.806,14.846,14.806,14.846,4026.7,0.0400000000000009,0.0027016074564366
2024-08-07 21:45:00,INJUSDT,66b4dadb74a4db6d2d409359,1723067100000,Binance,2024-08-08 22:48:11,15m,0.7098,1031561.2125,-703.63943,-0.0006816462,1453312.5,21708128.8125,-4482.8,-0.0030750545,14.936,14.951,14.936,14.951,2331.5,0.0150000000000005,0.0010042849491162
2024-08-07 22:00:00,INJUSDT,66b4bb4674a4db6d2d3d118b,1723068000000,Binance,2024-08-08 22:48:11,15m,0.7028,1019930.55836,-11630.6541400001,-0.0112748075,1451238.7,21693615.05248984,-2073.8,-0.0014269471,14.941,14.959,14.925,14.952,5133.5,0.0109999999999992,0.0007362291680609
2024-08-07 22:15:00,INJUSDT,66b4dadb74a4db6d2d40935c,1723068900000,Binance,2024-08-08 22:48:11,15m,0.7058,1022865.33414,2934.7757800001,0.0028774271,1449228.3,21493504.9173,-2010.3999999999,-0.0013852993,14.834,14.84,14.82,14.835,2862.1,0.0010000000000012,6.741270055286653e-05
