datetime,symbol,_id,timestamp,exchange,inserted_datetime,interval,longAccount,long_OI,long_OI_change,long_OI_pct_change,sumOpenInterest,sumOpenInterestValue,sum_OI_change,sum_OI_pct_change,open,high,low,close,volume,price_change,price_pct_change
2024-08-07 19:15:00,JUPUSDT,66b517bc74a4db6d2d4729e0,1723058100000,Binance,2024-08-09 03:07:51,15m,0.6531,13877543.6037,,,21248727.0,17273090.1783,,,0.8136,0.8139,0.8122,0.8123,54654.0,-0.0012999999999999,-0.0015978367748278
2024-08-07 19:30:00,JUPUSDT,66b517bc74a4db6d2d4729e3,1723059000000,Binance,2024-08-09 03:07:51,15m,0.6554,13906051.7424,28508.1386999991,0.002054264,21217656.0,17145835.47082992,-31071.0,-0.0014622523,0.8077,0.8083,0.8065,0.8076,58996.0,-9.9999999999989e-05,-0.0001238083446824
2024-08-07 19:45:00,JUPUSDT,66b517bc74a4db6d2d4729e5,1723059900000,Binance,2024-08-09 03:07:51,15m,0.6572,14026271.284,120219.5416000001,0.008645124,21342470.0,17233634.3227266,124814.0,0.0058825537,0.8078,0.808,0.8064,0.8069,24459.0,-0.0009,-0.001114137162664
2024-08-07 20:00:00,JUPUSDT,66b4d24574a4db6d2d3fa319,1723060800000,Binance,2024-08-09 03:07:51,15m,0.6579,14062605.921,36334.6370000001,0.0025904701,21374990.0,17223892.7707847,32520.0,0.0015237224,0.8051,0.806,0.8036,0.8054,104303.0,0.0002999999999999,0.0003726245186932
2024-08-07 20:15:00,JUPUSDT,66b517bc74a4db6d2d4729ed,1723061700000,Binance,2024-08-09 03:07:51,15m,0.6529,13993923.6623,-68682.2587000001,-0.0048840349,21433487.0,17348264.3778,58497.0,0.002736703,0.8097,0.8097,0.8059,0.8066,121731.0,-0.0030999999999999,-0.0038285784858589
2024-08-07 20:30:00,JUPUSDT,66b517bc74a4db6d2d4729ef,1723062600000,Binance,2024-08-09 03:07:51,15m,0.6599,14009633.4466,15709.7843000013,0.0011226147,21229934.0,17293904.2364,-203553.0,-0.0094969615,0.8146,0.8148,0.8109,0.8111,167646.0,-0.0034999999999999,-0.0042965872821015
2024-08-07 20:45:00,JUPUSDT,66b517bc74a4db6d2d4729f2,1723063500000,Binance,2024-08-09 03:07:51,15m,0.6591,14008334.7612,-1298.6854000017,-9.26995e-05,21253732.0,17085875.1548,23798.0,0.0011209644,0.8038,0.8053,0.8027,0.8037,103457.0,-9.9999999999989e-05,-0.0001244090569793
2024-08-07 21:00:00,JUPUSDT,66b4d24574a4db6d2d3fa31c,1723064400000,Binance,2024-08-09 03:07:51,15m,0.6629,14269952.6466,261617.885400001,0.0186758733,21526554.0,17262143.6526,272822.0,0.012836428,0.8022,0.8025,0.8014,0.8014,178479.0,-0.0008,-0.0009972575417601
2024-08-07 21:15:00,JUPUSDT,66b517bc74a4db6d2d4729fe,1723065300000,Binance,2024-08-09 03:07:51,15m,0.6594,14015622.831,-254329.8156000003,-0.0178227512,21255115.0,17072108.368,-271439.0,-0.0126094962,0.8031,0.8031,0.799,0.7994,100461.0,-0.0037,-0.0046071473041962
2024-08-07 21:30:00,JUPUSDT,66b517bc74a4db6d2d472a05,1723066200000,Binance,2024-08-09 03:07:51,15m,0.657,13973438.007,-42184.8239999991,-0.003009843,21268551.0,17027601.9306,13436.0,0.0006321302,0.8007,0.8018,0.8003,0.8012,43097.0,0.0005,0.0006244536030973
2024-08-07 21:45:00,JUPUSDT,66b517bc74a4db6d2d472a07,1723067100000,Binance,2024-08-09 03:07:51,15m,0.6579,13948072.7679,-25365.2390999999,-0.0018152468,21200901.0,17132295.87563082,-67650.0,-0.0031807527,0.8081,0.8106,0.8081,0.8106,141327.0,0.0024999999999999,0.0030936765251824
2024-08-07 22:00:00,JUPUSDT,66b4d24574a4db6d2d3fa31e,1723068000000,Binance,2024-08-09 03:07:51,15m,0.6557,13927051.607499998,-21021.1604000032,-0.0015071014,21239975.0,17160883.04239675,39074.0,0.0018430349,0.8077,0.8082,0.8065,0.8081,99330.0,0.0004,0.0004952333787298
2024-08-07 22:15:00,JUPUSDT,66b517bd74a4db6d2d472a0b,1723068900000,Binance,2024-08-09 03:07:51,15m,0.6549,13945079.0952,18027.4877000023,0.0012944224,21293448.0,16992348.87842184,53473.0,0.0025175642,0.7982,0.7988,0.7976,0.7982,95060.0,0.0,0.0
2024-08-07 22:30:00,JUPUSDT,66b517bd74a4db6d2d472a0d,1723069800000,Binance,2024-08-09 03:07:51,15m,0.6545,14073404.576,128325.4807999991,0.0092022053,21502528.0,16999438.26767552,209080.0,0.0098189828,0.7902,0.7925,0.7901,0.7925,91885.0,0.0022999999999999,0.0029106555302454
2024-08-07 22:45:00,JUPUSDT,66b517bd74a4db6d2d472a0f,1723070700000,Binance,2024-08-09 03:07:51,15m,0.6571,14149584.6551,76180.0791000016,0.0054130526,21533381.0,17157793.6741238,30853.0,0.0014348545,0.7957,0.7962,0.7949,0.795,83440.0,-0.0006999999999999,-0.0008797285409072
2024-08-07 23:00:00,JUPUSDT,66b4d24574a4db6d2d3fa320,1723071600000,Binance,2024-08-09 03:07:51,15m,0.6552,14143239.5832,-6345.0719000008,-0.0004484281,21586141.0,17281864.4846,52760.0,0.0024501494,0.8007,0.8011,0.7984,0.7988,91150.0,-0.0019,-0.0023729236917697
2024-08-07 23:15:00,JUPUSDT,66b517bd74a4db6d2d472a12,1723072500000,Binance,2024-08-09 03:07:51,15m,0.6526,14090982.924199998,-52256.6590000018,-0.0036948154,21592067.0,17331952.1809,5926.0,0.000274528,0.8025,0.8035,0.8021,0.8022,46027.0,-0.0002999999999999,-0.0003738317757008
2024-08-07 23:30:00,JUPUSDT,66b517bd74a4db6d2d472a14,1723073400000,Binance,2024-08-09 03:07:51,15m,0.6568,14166092.28,75109.3558000028,0.0053303134,21568350.0,17214401.969109,-23717.0,-0.0010984127,0.7978,0.7981,0.797,0.797,29057.0,-0.0007999999999999,-0.0010027575833541
