datetime,symbol,_id,timestamp,exchange,inserted_datetime,interval,longAccount,long_OI,long_OI_change,long_OI_pct_change,sumOpenInterest,sumOpenInterestValue,sum_OI_change,sum_OI_pct_change,open,high,low,close,volume,price_change,price_pct_change
2024-08-07 11:15:00,IOTAUSDT,66b4a8e674a4db6d2d3af60e,1723029300000,Binance,2024-08-08 19:14:58,15m,0.6762,16783235.6517,,,24819928.5,3182002.19984832,,,0.1282,0.1282,0.1281,0.1282,54695.0,0.0,0.0
2024-08-07 11:30:00,IOTAUSDT,66b4a8e774a4db6d2d3af611,1723030200000,Binance,2024-08-08 19:14:58,15m,0.6772,16775214.089,-8021.5627000015,-0.0004779509,24771432.5,3165789.0735,-48496.0,-0.0019539138,0.1277,0.128,0.1277,0.128,5780.6,0.0002999999999999,0.0023492560689114
2024-08-07 11:45:00,IOTAUSDT,66b4a8e774a4db6d2d3af613,1723031100000,Binance,2024-08-08 19:14:58,15m,0.6796,16829188.90244,53974.8134400006,0.0032175335,24763373.9,3159806.50964,-8058.6000000015,-0.0003253183,0.1275,0.1278,0.1275,0.1277,33098.5,0.0002,0.0015686274509804
2024-08-07 12:00:00,IOTAUSDT,66b4a81d74a4db6d2d3addcf,1723032000000,Binance,2024-08-08 19:14:58,15m,0.677,16762240.7375,-66948.1649399996,-0.0039780981,24759587.5,3159123.55512888,-3786.3999999985,-0.0001529032,0.1275,0.1278,0.1275,0.1277,88900.5,0.0002,0.0015686274509804
2024-08-07 12:15:00,IOTAUSDT,66b4a8e774a4db6d2d3af617,1723032900000,Binance,2024-08-08 19:14:58,15m,0.6774,16717749.82668,-44490.9108200017,-0.0026542341,24679288.2,3146609.2455,-80299.3000000007,-0.0032431598,0.1275,0.1275,0.1274,0.1274,9834.7,-9.9999999999989e-05,-0.0007843137254901
2024-08-07 12:30:00,IOTAUSDT,66b4a8e774a4db6d2d3af619,1723033800000,Binance,2024-08-08 19:14:58,15m,0.6741,16645149.401580002,-72600.4250999968,-0.0043427151,24692403.8,3165566.16716,13115.6000000015,0.0005314416,0.1282,0.1284,0.1282,0.1284,32324.1,0.0001999999999999,0.0015600624024959
2024-08-07 12:45:00,IOTAUSDT,66b4a8e774a4db6d2d3af61c,1723034700000,Binance,2024-08-08 19:14:58,15m,0.6806,16790462.09698,145312.6953999996,0.0087300325,24670088.3,3162705.32006,-22315.5,-0.0009037395,0.1281,0.1281,0.1281,0.1281,3783.1,0.0,0.0
2024-08-07 13:00:00,IOTAUSDT,66b4a81d74a4db6d2d3addd2,1723035600000,Binance,2024-08-08 19:14:58,15m,0.6775,16706844.78625,-83617.3107300028,-0.0049800482,24659549.5,3180121.14945148,-10538.8000000007,-0.0004271894,0.1289,0.1292,0.1289,0.1292,41994.3,0.0003,0.0023273855702096
2024-08-07 13:15:00,IOTAUSDT,66b4a8e774a4db6d2d3af628,1723036500000,Binance,2024-08-08 19:14:58,15m,0.6739,16692260.463390002,-14584.3228599969,-0.000872955,24769640.1,3175467.86082,110090.6000000015,0.0044644206,0.1283,0.1285,0.1282,0.1283,21215.0,0.0,0.0
2024-08-07 13:30:00,IOTAUSDT,66b4a8e774a4db6d2d3af62a,1723037400000,Binance,2024-08-08 19:14:58,15m,0.6734,16658202.60104,-34057.8623500019,-0.0020403385,24737455.6,3176289.29904,-32184.5,-0.0012993528,0.1284,0.1284,0.1281,0.1284,66422.8,0.0,0.0
