datetime,symbol,_id,timestamp,exchange,inserted_datetime,interval,longAccount,long_OI,long_OI_change,long_OI_pct_change,sumOpenInterest,sumOpenInterestValue,sum_OI_change,sum_OI_pct_change,open,high,low,close,volume,price_change,price_pct_change
2024-08-07 11:45:00,HOTUSDT,66b4ad5a74a4db6d2d3b7934,1723031100000,Binance,2024-08-08 19:33:57,15m,0.6195,1105440105.525,,,1784406950.0,2416087.0103,,,0.001352,0.001356,0.001352,0.001355,2363480.0,3.0000000000001813e-06,0.0022189349112427
2024-08-07 12:00:00,HOTUSDT,66b4a9bf74a4db6d2d3b0f66,1723032000000,Binance,2024-08-08 19:33:57,15m,0.6195,1108855915.1565,3415809.6315000057,0.0030899997,1789920767.0,2420008.67539934,5513817.0,0.0030899997,0.001352,0.001353,0.001351,0.001353,2772815.0,1.0000000000001327e-06,0.0007396449704142
2024-08-07 12:15:00,HOTUSDT,66b4ad5a74a4db6d2d3b7937,1723032900000,Binance,2024-08-08 19:33:57,15m,0.6234,1114533679.5756,5677764.419099808,0.0051203807,1787830734.0,2411783.660166,-2090033.0,-0.0011676679,0.001349,0.001349,0.001347,0.001349,2238678.0,0.0,0.0
2024-08-07 12:30:00,HOTUSDT,66b4ad5a74a4db6d2d3b793b,1723033800000,Binance,2024-08-08 19:33:57,15m,0.6152,1099550269.1608,-14983410.414799929,-0.0134436587,1787305379.0,2428179.46874803,-525355.0,-0.0002938505,0.001359,0.001362,0.001358,0.001362,3595352.0,2.9999999999999645e-06,0.0022075055187637
2024-08-07 12:45:00,HOTUSDT,66b4ad5a74a4db6d2d3b793d,1723034700000,Binance,2024-08-08 19:33:57,15m,0.6181,1102299425.7898,2749156.6289999485,0.0025002555,1783367458.0,2422044.84573354,-3937921.0,-0.0022032726,0.001358,0.001358,0.001356,0.001356,248646.0,-2.0000000000000486e-06,-0.0014727540500736
2024-08-07 13:00:00,HOTUSDT,66b4a9bf74a4db6d2d3b0f68,1723035600000,Binance,2024-08-08 19:33:57,15m,0.6194,1102972415.079,672989.2892000675,0.0006105322,1780711035.0,2432664.9591342,-2656423.0,-0.0014895545,0.001366,0.00137,0.001366,0.001369,2255971.0,2.9999999999999645e-06,0.0021961932650072
2024-08-07 13:15:00,HOTUSDT,66b4ad5a74a4db6d2d3b7940,1723036500000,Binance,2024-08-08 19:33:57,15m,0.6175,1103555072.1,582657.0210001469,0.0005282607,1787133720.0,2437650.39408,6422685.0,0.0036068092,0.001365,0.001365,0.001363,0.001364,3766107.0,-9.99999999999916e-07,-0.0007326007326006
2024-08-07 13:30:00,HOTUSDT,66b4ad5b74a4db6d2d3b7942,1723037400000,Binance,2024-08-08 19:33:57,15m,0.6274,1149492871.2524,45937799.15239978,0.0416271016,1832153126.0,2481706.37376078,45019406.0,0.0251908436,0.001354,0.001354,0.00135,0.001353,3273004.0,-9.99999999999916e-07,-0.0007385524372229
2024-08-07 13:45:00,HOTUSDT,66b4ad5b74a4db6d2d3b794c,1723038300000,Binance,2024-08-08 19:33:57,15m,0.6243,1137971618.3402998,-11521252.912100077,-0.0100229007,1822796121.0,2468065.947834,-9357005.0,-0.0051071086,0.001355,0.001359,0.001354,0.001359,2311253.0,3.99999999999988e-06,0.0029520295202951
2024-08-07 14:00:00,HOTUSDT,66b4a9bf74a4db6d2d3b0f6a,1723039200000,Binance,2024-08-08 19:33:57,15m,0.625,1138471252.5,499634.1597001553,0.0004390568,1821554004.0,2462577.07354764,-1242117.0,-0.000681435,0.001352,0.001356,0.00135,0.001355,24545496.0,3.0000000000001813e-06,0.0022189349112427
