datetime,symbol,_id,exchange,interval,sumOpenInterest,sumOpenInterestValue,longAccount,inserted_datetime,long_OI,long_OI_change,sum_OI_change,long_OI_pct_change,sum_OI_pct_change,open,high,low,close,volume
2024-08-21 10:35:00,MTLUSDT,66c5c37933a1faa0652bd1a9,Binance,5m,2789891.0,2676342.4363,0.677,2024-08-21 18:37:45,1888756.207,-221.379,-327.0,-0.0001171951,-0.0001171951,0.9593,0.9593,0.9589,0.9589,499.0
2024-08-21 10:40:00,MTLUSDT,66c5c43875fa436123578e96,Binance,5m,2788102.0,2672395.767,0.6776,2024-08-21 18:40:56,1889217.9152,461.7081999998,-1789.0,0.0002444509,-0.0006412437,0.9586,0.9587,0.9584,0.9587,43.0
2024-08-21 10:45:00,MTLUSDT,66c5c55632c70d8ca7f02eb7,Binance,5m,2787780.0,2673693.9506364,0.6776,2024-08-21 18:45:42,1888999.728,-218.1872,-322.0,-0.0001154908,-0.0001154908,0.9588,0.9591,0.9588,0.9591,52.0
2024-08-21 10:50:00,MTLUSDT,66c5c6840d284892836482d5,Binance,5m,2787740.0,2674693.7419572,0.6781,2024-08-21 18:50:44,1890366.494,1366.7660000003,-40.0,0.0007235395,-1.43483e-05,0.9594,0.9605,0.9594,0.9605,549.0
2024-08-21 10:55:00,MTLUSDT,66c5c7a90788cec8cdab269d,Binance,5m,2787270.0,2678000.7099354,0.6788,2024-08-21 18:55:37,1891998.876,1632.3819999998,-470.0,0.0008635267,-0.0001685953,0.9608,0.9608,0.9604,0.9606,95.0
2024-08-21 11:00:00,MTLUSDT,66c5c8d5d0a6235fd39c1efd,Binance,5m,2787367.0,2679791.10713897,0.6795,2024-08-21 19:00:37,1894015.8765,2017.0005000001,97.0,0.0010660686,3.48011e-05,0.9613,0.9615,0.961,0.9614,1499.0
2024-08-21 11:05:00,MTLUSDT,66c5c9f9cd9cfc74bfecfe4d,Binance,5m,2784314.0,2677786.14636,0.6808,2024-08-21 19:05:29,1895560.9712,1545.0946999998,-3053.0,0.0008157771,-0.0010952989,0.9614,0.9614,0.961,0.9613,131.0
2024-08-21 11:10:00,MTLUSDT,66c5cb2cb4d7755ce8dab517,Binance,5m,2786473.0,2678928.29435256,0.6804,2024-08-21 19:10:36,1895916.2292,355.2580000001,2159.0,0.0001874158,0.0007754154,0.9616,0.9616,0.9611,0.9611,167.0
2024-08-21 11:15:00,MTLUSDT,66c5cc5cf5f1cc5b477258ed,Binance,5m,2786030.0,2678146.0866849,0.6799,2024-08-21 19:15:40,1894221.797,-1694.4322000002,-443.0,-0.0008937274,-0.0001589823,0.9613,0.9617,0.9607,0.9607,1701.0
2024-08-21 11:20:00,MTLUSDT,66c5cd8243e6d4110ddc654e,Binance,5m,2788427.0,2677079.44938319,0.6801,2024-08-21 19:20:34,1896409.2027,2187.4057000002,2397.0,0.001154778,0.000860364,0.9598,0.9598,0.9589,0.9589,915.0
2024-08-21 11:25:00,MTLUSDT,66c5ceb65e8107c04793f372,Binance,5m,2788577.0,2673826.16410536,0.6797,2024-08-21 19:25:42,1895395.7869,-1013.4158000001,150.0,-0.0005343867,5.37938e-05,0.9587,0.9592,0.9587,0.9589,673.0
2024-08-21 11:30:00,MTLUSDT,66c5cfda7bc94cd7f1c05f49,Binance,5m,2788031.0,2674163.57615288,0.6784,2024-08-21 19:30:34,1891400.2304,-3995.5564999999,-546.0,-0.0021080328,-0.0001957988,0.9589,0.9592,0.9584,0.9592,221.0
2024-08-21 11:35:00,MTLUSDT,66c5d1034a4d6639b17eb335,Binance,5m,2787151.0,2676519.61198264,0.679,2024-08-21 19:35:31,1892475.529,1075.2986000001,-880.0,0.0005685199,-0.0003156349,0.9595,0.9617,0.9595,0.9617,2606.0
2024-08-21 11:40:00,MTLUSDT,66c5d23059906877aa08d0c9,Binance,5m,2785677.0,2678008.74540318,0.6793,2024-08-21 19:40:32,1892310.3861,-165.1429000001,-1474.0,-8.72629e-05,-0.0005288555,0.961,0.9619,0.961,0.9619,575.0
2024-08-21 11:45:00,MTLUSDT,66c5d362f0e99417ad49d9b4,Binance,5m,2784980.0,2677340.9128972,0.6789,2024-08-21 19:45:38,1890722.922,-1587.4641000002,-697.0,-0.0008389026,-0.0002502085,0.9608,0.9608,0.9603,0.9605,158.0
2024-08-21 11:50:00,MTLUSDT,66c5d49471bfb838c7807c72,Binance,5m,2783289.0,2675391.26713797,0.6809,2024-08-21 19:50:44,1895141.4801,4418.5581,-1691.0,0.0023369675,-0.0006071857,0.9606,0.9606,0.9603,0.9606,225.0
2024-08-21 11:55:00,MTLUSDT,66c5d5b95421c7fdf1dca09f,Binance,5m,2783037.0,2675328.34731192,0.6824,2024-08-21 19:55:37,1899144.4488,4002.9687000003,-252.0,0.0021122268,-9.05404e-05,0.961,0.9611,0.9604,0.9604,473.0
2024-08-21 12:00:00,MTLUSDT,66c5d6e34c1e6610b6c52e36,Binance,5m,2782584.0,2671624.1499948,0.6824,2024-08-21 20:00:35,1898835.3216,-309.1272000002,-453.0,-0.0001627718,-0.0001627718,0.9599,0.9603,0.9594,0.9597,2394.0
