datetime,symbol,_id,exchange,interval,sumOpenInterest,sumOpenInterestValue,longAccount,inserted_datetime,long_OI,long_OI_change,sum_OI_change,long_OI_pct_change,sum_OI_pct_change,open,high,low,close,volume
2024-08-21 10:35:00,ACHUSDT,66c5c37233a1faa0652bd140,Binance,5m,122336790.0,2372622.9492501,0.6636,2024-08-21 18:37:38,81182693.844,115276.6635999978,44714.0,0.0014219852,0.0003656328,0.019387,0.019387,0.019384,0.019387,16364.0
2024-08-21 10:40:00,ACHUSDT,66c5c43875fa436123578e98,Binance,5m,122329325.0,2371353.965125,0.662,2024-08-21 18:40:56,80982013.15,-200680.6939999908,-7465.0,-0.002471964,-6.10201e-05,0.019384,0.019391,0.019381,0.019391,10467.0
2024-08-21 10:45:00,ACHUSDT,66c5c55132c70d8ca7f02e6b,Binance,5m,122338388.0,2373855.30413588,0.6626,2024-08-21 18:45:37,81061415.8888,79402.7387999892,9063.0,0.0009804985,7.40869e-05,0.019397,0.019397,0.019394,0.019394,26660.0
2024-08-21 10:50:00,ACHUSDT,66c5c67b0d2848928364826c,Binance,5m,122386108.0,2378995.01719152,0.6632,2024-08-21 18:50:35,81166466.8256,105050.9368000031,47720.0,0.0012959425,0.0003900656,0.019446,0.01946,0.019446,0.019457,90943.0
2024-08-21 10:55:00,ACHUSDT,66c5c7ad0788cec8cdab26c6,Binance,5m,122029569.0,2376070.68598263,0.6666,2024-08-21 18:55:41,81344910.6954,178443.8698000014,-356539.0,0.0021984925,-0.002913231,0.01946,0.01946,0.019451,0.019451,98731.0
2024-08-21 11:00:00,ACHUSDT,66c5c8d8d0a6235fd39c1f1b,Binance,5m,122032187.0,2375844.648703,0.6659,2024-08-21 19:00:40,81261233.3233,-83677.3720999956,2618.0,-0.0010286737,2.14538e-05,0.019468,0.01949,0.019464,0.019484,59186.0
2024-08-21 11:05:00,ACHUSDT,66c5c9f8cd9cfc74bfecfe3e,Binance,5m,122083921.0,2379903.955974,0.6632,2024-08-21 19:05:28,80966056.40720001,-295176.9160999954,51734.0,-0.0036324445,0.0004239373,0.019478,0.019478,0.019459,0.019469,9323.0
2024-08-21 11:10:00,ACHUSDT,66c5cb28b4d7755ce8dab4e5,Binance,5m,122280061.0,2376757.545657,0.6667,2024-08-21 19:10:32,81524116.6687,558060.261499986,196140.0,0.0068925212,0.0016065998,0.019423,0.019423,0.019412,0.019412,92532.0
2024-08-21 11:15:00,ACHUSDT,66c5cc50f5f1cc5b4772585e,Binance,5m,122234617.0,2373258.4298252,0.663,2024-08-21 19:15:28,81041551.07100001,-482565.5976999849,-45444.0,-0.0059192987,-0.0003716387,0.019412,0.019412,0.019393,0.019401,88152.0
2024-08-21 11:20:00,ACHUSDT,66c5cd8243e6d4110ddc6550,Binance,5m,122225020.0,2369097.3406616,0.6628,2024-08-21 19:20:34,81010743.256,-30807.8150000125,-9597.0,-0.0003801484,-7.85129e-05,0.019375,0.019375,0.01937,0.019371,48906.0
2024-08-21 11:25:00,ACHUSDT,66c5ceb35e8107c04793f34c,Binance,5m,122269223.0,2367865.772618,0.6635,2024-08-21 19:25:39,81125629.4605,114886.2045000046,44203.0,0.0014181601,0.0003616526,0.019372,0.019383,0.019372,0.019383,4276.0
2024-08-21 11:30:00,ACHUSDT,66c5cfdf7bc94cd7f1c05f84,Binance,5m,122208587.0,2366935.913016,0.6638,2024-08-21 19:30:39,81122060.05059999,-3569.4099000096,-60636.0,-4.39985e-05,-0.000495922,0.019365,0.019365,0.019344,0.01936,222736.0
2024-08-21 11:35:00,ACHUSDT,66c5d1034a4d6639b17eb33a,Binance,5m,122294800.0,2370073.224,0.664,2024-08-21 19:35:31,81203747.2,81687.1494000107,86213.0,0.0010069659,0.0007054578,0.019372,0.019372,0.019367,0.019367,7232.0
2024-08-21 11:40:00,ACHUSDT,66c5d22c59906877aa08d08f,Binance,5m,122344281.0,2370649.22818047,0.6643,2024-08-21 19:40:28,81273305.8683,69558.6683000028,49481.0,0.0008565943,0.0004046043,0.019376,0.019406,0.019376,0.019406,126802.0
2024-08-21 11:45:00,ACHUSDT,66c5d35df0e99417ad49d977,Binance,5m,122369766.0,2369302.60643178,0.6645,2024-08-21 19:45:33,81314709.507,41403.6386999935,25485.0,0.0005094371,0.0002083056,0.019364,0.019367,0.01935,0.019352,117737.0
2024-08-21 11:50:00,ACHUSDT,66c5d49571bfb838c7807c7d,Binance,5m,122442554.0,2370190.31003378,0.6649,2024-08-21 19:50:45,81412054.15460001,97344.64760001,72788.0,0.0011971345,0.0005948201,0.019341,0.019346,0.019335,0.019346,21240.0
2024-08-21 11:55:00,ACHUSDT,66c5d5b95421c7fdf1dca0a0,Binance,5m,122461539.0,2369445.86272611,0.6646,2024-08-21 19:55:37,81387938.8194,-24115.3352000117,18985.0,-0.0002962133,0.0001550523,0.019342,0.019346,0.019341,0.019341,51659.0
2024-08-21 12:00:00,ACHUSDT,66c5d6ea4c1e6610b6c52e87,Binance,5m,122657759.0,2368403.57484136,0.6632,2024-08-21 20:00:42,81346625.7688,-41313.0505999923,196220.0,-0.0005076065,0.001602299,0.019306,0.019317,0.019305,0.01931,270455.0
2024-08-21 12:05:00,ACHUSDT,66c5d819194a37119a33e0cc,Binance,5m,122548609.0,2369242.06168572,0.662,2024-08-21 20:05:45,81127179.158,-219446.610799998,-109150.0,-0.0026976732,-0.0008898744,0.019334,0.019335,0.019325,0.019332,62911.0
2024-08-21 12:10:00,ACHUSDT,66c5d940030d4af13f4381e1,Binance,5m,122600858.0,2368158.173128,0.6614,2024-08-21 20:10:40,81088207.4812,-38971.6768000126,52249.0,-0.0004803776,0.0004263533,0.019318,0.019318,0.019311,0.019311,37170.0
2024-08-21 12:15:00,ACHUSDT,66c5da6e1a353e7689c38e06,Binance,5m,122608530.0,2368153.1048175,0.6618,2024-08-21 20:15:42,81142325.15400001,54117.6728000194,7672.0,0.0006673926,6.2577e-05,0.019306,0.019306,0.019293,0.019299,342277.0
2024-08-21 12:20:00,ACHUSDT,66c5db9387429915e1a27ac7,Binance,5m,121953771.0,2346634.461582,0.6626,2024-08-21 20:20:35,80806568.6646,-335756.4894000143,-654759.0,-0.0041378712,-0.0053402402,0.019238,0.019238,0.019209,0.019211,97519.0
2024-08-21 12:25:00,ACHUSDT,66c5dcc44410e87fb6578664,Binance,5m,121761271.0,2345999.97822391,0.6611,2024-08-21 20:25:40,80496376.2581,-310192.4064999968,-192500.0,-0.0038387029,-0.001578467,0.019267,0.019271,0.019255,0.019261,140506.0
2024-08-21 12:30:00,ACHUSDT,66c5dde72a76f630801ddd5e,Binance,5m,121910639.0,2351362.42167001,0.6595,2024-08-21 20:30:31,80400066.4205,-96309.8376000077,149368.0,-0.0011964494,0.0012267283,0.019299,0.019313,0.019289,0.019308,171997.0
2024-08-21 12:35:00,ACHUSDT,66c5df17b57aac33cb36d62f,Binance,5m,121982962.0,2358028.2418296,0.6611,2024-08-21 20:35:35,80642936.1782,242869.7577000111,72323.0,0.0030207656,0.000593246,0.019336,0.019339,0.019319,0.019319,65465.0
2024-08-21 12:40:00,ACHUSDT,66c5e03aceb837855906c1cd,Binance,5m,121985569.0,2360010.88863816,0.6618,2024-08-21 20:40:26,80730049.56420001,87113.3860000074,2607.0,0.0010802358,2.13718e-05,0.019332,0.019332,0.019328,0.01933,51928.0
2024-08-21 12:45:00,ACHUSDT,66c5e1732c2ea1d744f11740,Binance,5m,122244749.0,2367638.74352698,0.661,2024-08-21 20:45:39,80803779.089,73729.5247999877,259180.0,0.0009132848,0.0021246776,0.019355,0.019367,0.019346,0.019367,95336.0
2024-08-21 12:50:00,ACHUSDT,66c5e29c955bb0ecdeb7acfc,Binance,5m,122367724.0,2370997.020224,0.6585,2024-08-21 20:50:36,80579146.254,-224632.8350000083,122975.0,-0.0027799793,0.0010059737,0.019378,0.01938,0.019364,0.019364,152197.0
2024-08-21 12:55:00,ACHUSDT,66c5e3cd696867b8fc080bdf,Binance,5m,122406995.0,2364278.8677255,0.6585,2024-08-21 20:55:41,80605006.2075,25859.9535000026,39271.0,0.0003209261,0.0003209261,0.019318,0.019327,0.019316,0.019327,129401.0
2024-08-21 13:00:00,ACHUSDT,66c5e4f43890c4e5e7392170,Binance,5m,122348771.0,2364022.953262,0.6579,2024-08-21 21:00:36,80493256.4409,-111749.7665999979,-58224.0,-0.0013863874,-0.0004756591,0.019313,0.019347,0.019307,0.019347,180646.0
2024-08-21 13:05:00,ACHUSDT,66c5e6241e6164822dc0fed8,Binance,5m,122401753.0,2369092.04940265,0.6585,2024-08-21 21:05:40,80601554.3505,108297.9096000046,52982.0,0.0013454284,0.0004330407,0.019358,0.019371,0.019351,0.019371,108387.0
2024-08-21 13:10:00,ACHUSDT,66c5e75366773cb51866f655,Binance,5m,122449832.0,2367667.91058224,0.6583,2024-08-21 21:10:43,80608724.4056,7170.0550999939,48079.0,8.89568e-05,0.0003927967,0.019334,0.019334,0.019323,0.019328,20539.0
2024-08-21 13:15:00,ACHUSDT,66c5e87a9cc3e32362720848,Binance,5m,122451442.0,2369925.208468,0.6585,2024-08-21 21:15:38,80634274.557,25550.1513999999,1610.0,0.0003169651,1.31482e-05,0.019349,0.019375,0.01934,0.019375,167813.0
2024-08-21 13:20:00,ACHUSDT,66c5e9a1156fd08044090b15,Binance,5m,122153204.0,2368184.165948,0.6591,2024-08-21 21:20:33,80511176.7564,-123097.8005999923,-298238.0,-0.0015266188,-0.0024355614,0.019378,0.019378,0.019363,0.019363,32147.0
2024-08-21 13:25:00,ACHUSDT,66c5ead07865dee90f0ea381,Binance,5m,122180095.0,2367141.596549,0.6589,2024-08-21 21:25:36,80504464.5955,-6712.1608999968,26891.0,-8.33693e-05,0.0002201416,0.019365,0.019388,0.019365,0.019381,122838.0
2024-08-21 13:30:00,ACHUSDT,66c5ebff6d602c4022f2a371,Binance,5m,122132194.0,2362158.764154,0.6597,2024-08-21 21:30:39,80570608.3818,66143.7862999886,-47901.0,0.0008216164,-0.0003920524,0.019343,0.019344,0.019322,0.019331,98140.0
2024-08-21 13:35:00,ACHUSDT,66c5ed2d872760fff3842a1a,Binance,5m,122096350.0,2347546.52145,0.6572,2024-08-21 21:35:41,80241721.22,-328887.1617999971,-35844.0,-0.0040819744,-0.0002934853,0.019231,0.019268,0.019231,0.019266,212807.0
2024-08-21 13:40:00,ACHUSDT,66c5ee50956c2c6506ba24c4,Binance,5m,122238927.0,2354321.73402,0.6563,2024-08-21 21:40:32,80225407.7901,-16313.4299000055,142577.0,-0.0002033036,0.0011677417,0.019258,0.019268,0.019086,0.019098,6232951.0
2024-08-21 13:45:00,ACHUSDT,66c5ef803c950f493078a0d6,Binance,5m,125909546.0,2388342.92340112,0.6641,2024-08-21 21:45:36,83616529.4986,3391121.7085000128,3670619.0,0.0422699217,0.0300282332,0.018965,0.018989,0.018952,0.018956,1732772.0
2024-08-21 13:50:00,ACHUSDT,66c5f0a455cd5a2e2a86a3e6,Binance,5m,125061589.0,2374430.58429701,0.6672,2024-08-21 21:50:28,83441092.1808,-175437.3178000003,-847957.0,-0.0020981177,-0.0067346522,0.018986,0.018998,0.018977,0.018988,473881.0
2024-08-21 13:55:00,ACHUSDT,66c5f1dc3356402175af601e,Binance,5m,125075001.0,2383179.069054,0.6661,2024-08-21 21:55:40,83312458.16610001,-128634.0146999955,13412.0,-0.0015416147,0.0001072432,0.019055,0.019113,0.019049,0.019105,718425.0
2024-08-21 14:00:00,ACHUSDT,66c5f30a59e3fd272d1e21e5,Binance,5m,124735695.0,2420941.46790615,0.6662,2024-08-21 22:00:42,83098920.009,-213538.1571000069,-339306.0,-0.0025630999,-0.0027128203,0.019407,0.019464,0.019372,0.019396,1237680.0
2024-08-21 14:05:00,ACHUSDT,66c5f427d026c2e610a4a36b,Binance,5m,124285123.0,2421082.89599861,0.6596,2024-08-21 22:05:27,81978467.1308,-1120452.8782000097,-450572.0,-0.0134833627,-0.0036122138,0.019471,0.019491,0.019432,0.019491,486390.0
2024-08-21 14:10:00,ACHUSDT,66c5f55a4e6d3f54b06a109a,Binance,5m,123750698.0,2407616.85485524,0.6616,2024-08-21 22:10:34,81873461.7968,-105005.3339999914,-534425.0,-0.0012808892,-0.0042999917,0.019449,0.019589,0.019444,0.019528,5112676.0
