datetime,symbol,_id,timestamp,exchange,inserted_datetime,interval,longAccount,long_OI,long_OI_change,long_OI_pct_change,sumOpenInterest,sumOpenInterestValue,sum_OI_change,sum_OI_pct_change,open,high,low,close,volume,price_change,price_pct_change
2024-08-07 16:15:00,KLAYUSDT,66b4ed6474a4db6d2d4290d3,1723047300000,Binance,2024-08-09 00:07:29,15m,0.5652,11398061.4318,,,20166421.5,2438227.44304817,,,0.1208,0.121,0.1208,0.1209,34400.7,9.9999999999989e-05,0.0008278145695363
2024-08-07 16:30:00,KLAYUSDT,66b4ed6474a4db6d2d4290d5,1723048200000,Binance,2024-08-09 00:07:29,15m,0.5689,11495478.53268,97417.1008799989,0.0085468131,20206501.2,2434883.3946,40079.6999999993,0.0019874473,0.1205,0.1205,0.1203,0.1203,12697.5,-0.0001999999999999,-0.0016597510373443
2024-08-07 16:45:00,KLAYUSDT,66b4ed6474a4db6d2d4290df,1723049100000,Binance,2024-08-09 00:07:29,15m,0.5667,11483757.89877,-11720.6339099985,-0.0010195864,20264263.1,2441843.70355,57761.9000000022,0.00285858,0.1204,0.1205,0.1203,0.1204,21208.5,0.0,0.0
2024-08-07 17:00:00,KLAYUSDT,66b4c23174a4db6d2d3dd542,1723050000000,Binance,2024-08-09 00:07:29,15m,0.5672,11715967.831520002,232209.9327500015,0.0202207269,20655796.6,2480677.51568377,391533.5,0.0193213786,0.12,0.1203,0.12,0.1203,69997.8,0.0003,0.0025
2024-08-07 17:15:00,KLAYUSDT,66b4ed6474a4db6d2d4290e3,1723050900000,Binance,2024-08-09 00:07:29,15m,0.5658,11705413.71714,-10554.114380002,-0.0009008316,20688253.3,2471012.21504066,32456.6999999993,0.0015713119,0.1195,0.1195,0.1193,0.1194,38749.2,-9.9999999999989e-05,-0.0008368200836819
2024-08-07 17:30:00,KLAYUSDT,66b4ed6474a4db6d2d4290e6,1723051800000,Binance,2024-08-09 00:07:29,15m,0.5695,11803926.66665,98512.9495099988,0.008416016,20726824.7,2479033.52638948,38571.3999999985,0.0018644107,0.1197,0.1198,0.1197,0.1197,25727.4,0.0,0.0
2024-08-07 17:45:00,KLAYUSDT,66b4ed6474a4db6d2d4290e8,1723052700000,Binance,2024-08-09 00:07:29,15m,0.5677,11757896.69355,-46029.9730999991,-0.0038995475,20711461.5,2487879.80992458,-15363.1999999993,-0.000741223,0.1201,0.1202,0.12,0.1202,10779.5,0.0001,0.0008326394671107
2024-08-07 18:00:00,KLAYUSDT,66b4c23174a4db6d2d3dd544,1723053600000,Binance,2024-08-09 00:07:29,15m,0.5698,11807126.6544,49229.9608500004,0.00418697,20721528.0,2477638.70522352,10066.5,0.0004860352,0.1195,0.1197,0.1195,0.1195,108867.9,0.0,0.0
2024-08-07 18:15:00,KLAYUSDT,66b4ed6574a4db6d2d4290eb,1723054500000,Binance,2024-08-09 00:07:29,15m,0.5692,11832947.79124,25821.1368400007,0.0021869111,20788734.7,2482174.92318,67206.6999999993,0.0032433274,0.1194,0.1197,0.1194,0.1197,80264.9,0.0002999999999999,0.0025125628140703
2024-08-07 18:30:00,KLAYUSDT,66b4ed6574a4db6d2d4290ed,1723055400000,Binance,2024-08-09 00:07:29,15m,0.5708,11835749.138919998,2801.3476799969,0.0002367413,20735369.9,2465732.61896067,-53364.8000000007,-0.0025670057,0.1189,0.1191,0.1189,0.1189,162957.4,0.0,0.0
