,timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
0,2019-12-31 16:00:00,7195.00000000,7225.62000000,7145.01000000,7195.23000000,6749.69271900,1577836799999,48474537.88258905,75784,3172.21921700,22783790.64539039,0
1,2020-01-01 00:00:00,7195.24000000,7245.00000000,7175.46000000,7209.83000000,4895.04423100,1577865599999,35336078.07688865,62467,2598.57685500,18759444.79565605,0
2,2020-01-01 00:00:00,7195.24000000,7245.00000000,7175.46000000,7209.83000000,4895.04423100,1577865599999,35336078.07688865,62467,2598.57685500,18759444.79565605,0
3,2020-01-01 08:00:00,7209.83000000,7255.00000000,7180.00000000,7234.19000000,6659.19182000,1577894399999,48042878.25127296,70056,3648.62343300,26330405.22452641,0
4,2020-01-01 08:00:00,7209.83000000,7255.00000000,7180.00000000,7234.19000000,6659.19182000,1577894399999,48042878.25127296,70056,3648.62343300,26330405.22452641,0
5,2020-01-01 16:00:00,7234.20000000,7249.99000000,7175.15000000,7200.85000000,5238.15211400,1577923199999,37835495.78790067,61487,2699.75524700,19507935.19215188,0
6,2020-01-01 16:00:00,7234.20000000,7249.99000000,7175.15000000,7200.85000000,5238.15211400,1577923199999,37835495.78790067,61487,2699.75524700,19507935.19215188,0
7,2020-01-02 00:00:00,7200.77000000,7212.50000000,7105.00000000,7110.57000000,7797.31618700,1577951999999,55735129.72187018,82074,3553.77616300,25407689.92611076,0
8,2020-01-02 00:00:00,7200.77000000,7212.50000000,7105.00000000,7110.57000000,7797.31618700,1577951999999,55735129.72187018,82074,3553.77616300,25407689.92611076,0
9,2020-01-02 08:00:00,7110.98000000,7180.00000000,7107.43000000,7130.98000000,8341.24484300,1577980799999,59593344.69011586,83435,4052.25664300,28956868.30949862,0
10,2020-01-02 08:00:00,7110.98000000,7180.00000000,7107.43000000,7130.98000000,8341.24484300,1577980799999,59593344.69011586,83435,4052.25664300,28956868.30949862,0
11,2020-01-02 16:00:00,7130.37000000,7146.85000000,6924.74000000,6965.71000000,15812.92290200,1578009599999,110653866.88915426,137158,7535.57853400,52696270.84245526,0
12,2020-01-02 16:00:00,7130.37000000,7146.85000000,6924.74000000,6965.71000000,15812.92290200,1578009599999,110653866.88915426,137158,7535.57853400,52696270.84245526,0
13,2020-01-03 00:00:00,6965.49000000,7264.71000000,6871.04000000,7203.21000000,25023.20149400,1578038399999,177534331.18389617,176762,12991.76246700,92288430.40114965,0
14,2020-01-03 00:00:00,6965.49000000,7264.71000000,6871.04000000,7203.21000000,25023.20149400,1578038399999,177534331.18389617,176762,12991.76246700,92288430.40114965,0
15,2020-01-03 08:00:00,7202.28000000,7380.00000000,7202.28000000,7320.18000000,25775.87055000,1578067199999,188181709.64383176,197849,13306.71408100,97178160.39991633,0
16,2020-01-03 08:00:00,7202.28000000,7380.00000000,7202.28000000,7320.18000000,25775.87055000,1578067199999,188181709.64383176,197849,13306.71408100,97178160.39991633,0
