,timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
39,2024-07-01 01:45:00,148.3830,148.4000,147.8000,148.1620,91117,1719799199999,13494790.9520,11455,35989,5330704.0830,0
40,2024-07-01 02:00:00,148.1640,148.7890,147.8110,147.8920,161907,1719800099999,24005032.5760,17624,65318,9685472.3330,0
41,2024-07-01 02:15:00,147.8960,148.2650,147.6790,148.0490,92233,1719800999999,13646875.7030,10577,41563,6150371.2520,0
42,2024-07-01 02:30:00,148.0540,148.2710,147.7500,147.9170,95784,1719801899999,14178218.7840,11457,40187,5949301.2520,0
43,2024-07-01 02:45:00,147.9160,147.9160,146.8500,147.3270,279752,1719802799999,41202003.6480,29475,107957,15897967.6750,0
44,2024-07-01 03:00:00,147.3320,147.8470,147.2280,147.5990,121753,1719803699999,17963645.5790,12233,63406,9355223.8870,0
45,2024-07-01 03:15:00,147.5980,147.9070,147.4340,147.7460,48029,1719804599999,7094685.4920,6820,24073,3556054.8310,0
46,2024-07-01 03:30:00,147.7410,147.8690,147.2130,147.3990,59839,1719805499999,8823733.4360,7124,26229,3867921.9290,0
47,2024-07-01 03:45:00,147.4000,147.8000,147.3570,147.5280,45145,1719806399999,6661260.2510,5488,24203,3570776.5300,0
48,2024-07-01 04:00:00,147.5280,148.0270,147.2820,147.7580,76838,1719807299999,11348569.3860,9755,40243,5944800.2030,0
49,2024-07-01 04:15:00,147.7580,148.0610,147.5440,147.8170,71237,1719808199999,10527993.8860,9687,34564,5107861.5990,0
50,2024-07-01 04:30:00,147.8170,147.9610,147.4190,147.4190,62697,1719809099999,9260197.3530,7631,24462,3612906.0390,0
51,2024-07-01 04:45:00,147.4190,147.5310,147.1220,147.3560,65086,1719809999999,9590623.2480,7709,24340,3587095.5630,0
52,2024-07-01 05:00:00,147.3660,147.8600,147.3660,147.7280,72167,1719810899999,10656063.3010,7947,40783,6020946.9270,0
53,2024-07-01 05:15:00,147.7380,148.4240,147.4490,148.0000,155175,1719811799999,22965902.9240,13704,92674,13714673.0950,0
54,2024-07-01 05:30:00,147.9970,148.2840,147.9000,148.1070,73892,1719812699999,10937699.5890,7875,25208,3731461.8390,0
55,2024-07-01 05:45:00,148.1000,148.2780,147.9040,147.9550,39609,1719813599999,5863117.3190,5685,19647,2908453.3240,0
56,2024-07-01 06:00:00,147.9540,148.0420,147.4010,147.4490,95837,1719814499999,14165845.1180,8174,30853,4559665.1000,0
57,2024-07-01 06:15:00,147.4500,147.4680,147.0920,147.4590,71271,1719815399999,10497893.7390,8858,33766,4974241.7310,0
58,2024-07-01 06:30:00,147.4580,147.7540,147.2590,147.6530,48227,1719816299999,7113994.7900,7194,23143,3414279.7410,0
59,2024-07-01 06:45:00,147.6620,148.2000,147.5550,147.9030,62724,1719817199999,9278536.9810,7627,31882,4716445.2990,0
60,2024-07-01 07:00:00,147.9160,148.1490,147.4050,148.1470,78302,1719818099999,11568344.5890,9204,34178,5049325.1610,0
61,2024-07-01 07:15:00,148.1470,148.2600,147.8050,148.0270,58741,1719818999999,8696201.2360,8728,28401,4205138.2280,0
62,2024-07-01 07:30:00,148.0270,148.4000,147.9980,148.3570,57746,1719819899999,8557804.0120,8785,31428,4657644.8480,0
63,2024-07-01 07:45:00,148.3580,148.6960,147.9530,148.2490,118467,1719820799999,17572427.6660,12733,50516,7495629.2160,0
64,2024-07-01 08:00:00,148.2500,149.0680,148.1780,148.5870,152428,1719821699999,22665488.7870,15396,63456,9435741.3420,0
65,2024-07-01 08:15:00,148.5860,148.7690,147.8580,147.9480,151761,1719822599999,22497083.4020,16401,66983,9929551.2500,0
66,2024-07-01 08:30:00,147.9470,148.2840,146.6890,147.0970,356665,1719823499999,52559573.7500,35879,173853,25620322.8760,0
67,2024-07-01 08:45:00,147.0970,147.6550,147.0110,147.4120,113233,1719824399999,16677822.4600,14232,57247,8432598.2940,0
68,2024-07-01 09:00:00,147.4140,147.9920,147.2350,147.2740,104105,1719825299999,15365880.3990,13348,46414,6851768.6460,0
69,2024-07-01 09:15:00,147.2780,147.5120,146.7920,147.4680,105075,1719826199999,15467906.7850,14623,53487,7876214.4130,0
70,2024-07-01 09:30:00,147.4680,147.7500,147.3410,147.5200,61783,1719827099999,9116704.1330,8470,25653,3785616.2760,0
71,2024-07-01 09:45:00,147.5200,147.8770,147.4220,147.7590,65919,1719827999999,9736514.4960,8241,39566,5844623.1660,0
72,2024-07-01 10:00:00,147.7580,147.9480,147.1670,147.2490,74475,1719828899999,10988220.3600,9720,31392,4633527.0880,0
73,2024-07-01 10:15:00,147.2490,147.4390,146.9050,147.1690,88340,1719829799999,12999628.3050,9441,40831,6008943.6410,0
74,2024-07-01 10:30:00,147.1690,147.4990,146.5510,146.8810,128594,1719830699999,18898821.9630,12959,56020,8234513.4240,0
75,2024-07-01 10:45:00,146.8760,147.0390,146.6750,146.8040,82451,1719831599999,12109167.6280,9120,41312,6067607.6720,0
76,2024-07-01 11:00:00,146.8030,146.9440,146.3010,146.5190,142372,1719832499999,20863932.7970,14878,66411,9732326.0830,0
77,2024-07-01 11:15:00,146.5190,146.7670,146.1490,146.3040,103571,1719833399999,15163487.5180,11714,45551,6669873.1690,0
78,2024-07-01 11:30:00,146.3040,146.4200,146.0050,146.2520,96253,1719834299999,14070753.0080,11592,47283,6912254.6270,0
79,2024-07-01 11:45:00,146.2520,146.4320,145.8020,146.1250,133164,1719835199999,19447274.6750,13583,62140,9076154.8860,0
80,2024-07-01 12:00:00,146.1280,147.0850,146.0100,146.6120,183420,1719836099999,26903917.3640,18842,98265,14411507.2440,0
81,2024-07-01 12:15:00,146.6110,146.9980,146.4890,146.7730,92498,1719836999999,13573295.6710,9491,48843,7167659.4800,0
82,2024-07-01 12:30:00,146.7730,147.4280,146.5870,147.1940,104715,1719837899999,15401282.6140,13607,60994,8971593.3710,0
83,2024-07-01 12:45:00,147.1940,147.4380,146.9320,147.4200,112023,1719838799999,16493103.7950,11687,54822,8072157.9110,0
84,2024-07-01 13:00:00,147.4190,148.7470,147.3190,147.8620,299786,1719839699999,44377090.6700,31844,168606,24961289.9050,0
85,2024-07-01 13:15:00,147.8630,148.0910,146.9000,148.0830,177717,1719840599999,26194216.4020,20226,81024,11946390.5730,0
86,2024-07-01 13:30:00,148.0890,148.2800,146.8720,147.1750,169902,1719841499999,25063883.2860,20516,82368,12155191.1110,0
87,2024-07-01 13:45:00,147.1750,147.3860,146.2600,146.9640,213933,1719842399999,31378326.1330,25102,104507,15331958.8120,0
88,2024-07-01 14:00:00,146.9640,147.4500,146.1940,146.3570,175337,1719843299999,25752583.5570,21861,78453,11527240.0690,0
89,2024-07-01 14:15:00,146.3660,146.9090,146.1000,146.6880,202502,1719844199999,29667681.0630,21796,88625,12987110.6820,0
90,2024-07-01 14:30:00,146.6890,147.7960,146.6020,147.4810,149422,1719845099999,22007711.4860,20236,82358,12129535.4240,0
91,2024-07-01 14:45:00,147.4820,147.9880,147.4150,147.7880,122749,1719845999999,18139850.7840,14982,59012,8720844.0620,0
92,2024-07-01 15:00:00,147.7880,148.6300,147.6130,148.4050,214066,1719846899999,31720206.7530,25322,104341,15463963.2260,0
93,2024-07-01 15:15:00,148.4060,148.4270,147.4640,147.7570,130087,1719847799999,19242505.9740,15444,55902,8267330.3430,0
94,2024-07-01 15:30:00,147.7560,148.3150,147.3000,147.8250,95504,1719848699999,14126835.8290,12885,44791,6625764.1740,0
95,2024-07-01 15:45:00,147.8240,148.5680,147.7110,148.4810,88925,1719849599999,13183899.5220,12742,44671,6624047.5130,0
96,2024-07-01 16:00:00,148.4760,149.3960,147.7000,148.6840,350874,1719850499999,52110014.4300,38877,181240,26924557.6580,0
97,2024-07-01 16:15:00,148.6840,148.7120,147.8260,148.0860,111102,1719851399999,16470850.8290,13787,44173,6549455.1720,0
98,2024-07-01 16:30:00,148.0870,148.4080,147.5880,147.7330,107024,1719852299999,15839164.4730,13682,52740,7807458.2530,0
99,2024-07-01 16:45:00,147.7330,148.0650,147.6090,147.8840,101561,1719853199999,15013122.8790,11163,61386,9075362.2270,0
100,2024-07-01 17:00:00,147.8940,148.0880,147.2360,147.2570,83654,1719854099999,12345149.8690,10776,34781,5132937.4980,0
101,2024-07-01 17:15:00,147.2570,147.7610,147.0000,147.5810,92455,1719854999999,13618472.4010,12876,46194,6804660.2370,0
102,2024-07-01 17:30:00,147.5840,147.9750,147.3680,147.9060,145391,1719855899999,21474788.5410,15128,70914,10475248.8770,0
103,2024-07-01 17:45:00,147.9050,148.4330,147.6510,148.0230,111594,1719856799999,16523673.1010,13717,60785,9001129.9770,0
104,2024-07-01 18:00:00,148.0230,148.7970,147.8680,147.9370,184355,1719857699999,27362868.9380,21018,96616,14341892.0850,0
105,2024-07-01 18:15:00,147.9370,148.4840,147.1440,147.4570,149938,1719858599999,22154175.4440,18765,78379,11584352.9630,0
106,2024-07-01 18:30:00,147.4560,147.7600,147.3000,147.5930,88720,1719859499999,13085624.4660,11368,48000,7079305.3480,0
107,2024-07-01 18:45:00,147.5930,147.9940,147.4940,147.7000,71521,1719860399999,10567643.1120,9510,36662,5417311.7240,0
108,2024-07-01 19:00:00,147.7080,147.8490,147.3530,147.7160,66027,1719861299999,9742774.2150,8571,32348,4773259.5050,0
109,2024-07-01 19:15:00,147.7150,147.8110,147.1240,147.2030,62628,1719862199999,9230704.2870,8396,27343,4031144.8340,0
110,2024-07-01 19:30:00,147.2020,147.2780,146.6120,146.7420,121914,1719863099999,17909057.0330,13874,43775,6430587.9770,0
111,2024-07-01 19:45:00,146.7470,147.4970,146.5500,147.2730,88103,1719863999999,12956559.5420,10579,44942,6608779.3950,0
112,2024-07-01 20:00:00,147.2810,147.6680,147.1410,147.6260,47178,1719864899999,6957735.3000,6972,27867,4109563.8580,0
113,2024-07-01 20:15:00,147.6270,147.9710,147.6120,147.6720,37356,1719865799999,5521567.3420,6834,18691,2762656.0640,0
114,2024-07-01 20:30:00,147.6730,147.9080,147.2880,147.5360,51439,1719866699999,7589288.3980,6411,19197,2833839.5170,0
115,2024-07-01 20:45:00,147.5350,147.9540,147.4480,147.4770,41127,1719867599999,6076216.5630,4983,27239,4025359.5680,0
116,2024-07-01 21:00:00,147.4780,147.9990,147.4300,147.9600,27730,1719868499999,4097056.9740,4745,15218,2248127.7700,0
117,2024-07-01 21:15:00,147.9610,148.2300,147.6490,147.6970,59342,1719869399999,8779707.9000,6869,26677,3947740.4220,0
118,2024-07-01 21:30:00,147.6970,147.7520,147.3560,147.6660,27303,1719870299999,4028485.9620,4050,12432,1834481.1900,0
119,2024-07-01 21:45:00,147.6670,147.6670,147.1560,147.5080,44595,1719871199999,6572730.1150,5531,19531,2878634.8300,0
120,2024-07-01 22:00:00,147.5090,147.7340,147.2030,147.3540,48032,1719872099999,7083348.3540,6877,24312,3585392.2730,0
121,2024-07-01 22:15:00,147.3540,147.6100,146.0110,146.2160,207052,1719872999999,30345060.4950,22557,92250,13521725.2730,0
122,2024-07-01 22:30:00,146.2160,146.4270,145.9310,146.2570,112355,1719873899999,16425832.1110,13321,65644,9598660.3370,0
123,2024-07-01 22:45:00,146.2560,146.8480,146.2460,146.7660,63674,1719874799999,9335603.2030,8375,34040,4990338.4010,0
124,2024-07-01 23:00:00,146.7680,147.0840,146.7220,146.8250,51389,1719875699999,7549495.4640,8414,24516,3601506.7650,0
125,2024-07-01 23:15:00,146.8250,146.9330,146.0870,146.1140,70890,1719876599999,10376279.3850,8397,26015,3807149.3840,0
126,2024-07-01 23:30:00,146.1130,146.5010,146.0320,146.4030,51614,1719877499999,7549488.4240,7226,22029,3222662.5330,0
127,2024-07-01 23:45:00,146.4040,146.7500,146.3010,146.6250,45634,1719878399999,6686508.3310,6655,28579,4187852.4170,0
128,2024-07-02 00:00:00,146.6270,146.8400,146.1460,146.5590,83082,1719879299999,12167032.1060,12436,38679,5663705.6440,0
129,2024-07-02 00:15:00,146.5700,146.9500,146.0960,146.8230,72481,1719880199999,10618969.8340,10602,34728,5088160.8580,0
130,2024-07-02 00:30:00,146.8220,147.1000,146.6550,146.7080,68670,1719881099999,10088294.6440,9818,34302,5039757.2600,0
131,2024-07-02 00:45:00,146.7080,147.5850,146.6430,147.2850,99383,1719881999999,14639233.5180,12584,54319,7999646.4450,0
132,2024-07-02 01:00:00,147.2840,147.4520,146.9190,147.3830,65799,1719882899999,9680697.6340,8729,32904,4840897.9640,0
133,2024-07-02 01:15:00,147.3830,147.6600,147.1200,147.3090,58768,1719883799999,8662535.6990,7785,26968,3975178.4020,0
134,2024-07-02 01:30:00,147.3070,147.6660,147.0260,147.2480,44412,1719884699999,6544076.0800,6756,18787,2768783.7000,0
135,2024-07-02 01:45:00,147.2600,147.7800,147.2470,147.5820,47435,1719885599999,7002610.4760,6757,23226,3428551.3230,0
136,2024-07-02 02:00:00,147.5830,148.3450,147.5640,148.3440,79373,1719886499999,11744293.6120,9723,47209,6985633.9690,0
137,2024-07-02 02:15:00,148.3440,148.5550,147.9050,148.0920,83787,1719887399999,12421038.4060,11737,44147,6546288.8140,0
138,2024-07-02 02:30:00,148.0920,148.2000,147.6610,147.9670,80318,1719888299999,11881956.5970,10250,32427,4797610.1130,0
139,2024-07-02 02:45:00,147.9610,149.0540,147.9610,149.0090,157548,1719889199999,23404659.0870,17650,98364,14615591.2330,0
140,2024-07-02 03:00:00,149.0160,149.2360,148.6000,148.6690,137362,1719890099999,20460154.9400,17008,54660,8142342.0150,0
141,2024-07-02 03:15:00,148.6830,148.7270,148.3810,148.5910,60308,1719890999999,8958651.2240,7848,28888,4291297.2810,0
142,2024-07-02 03:30:00,148.6070,149.8790,148.4490,149.3180,185049,1719891899999,27623978.8170,19287,112211,16749228.2690,0
143,2024-07-02 03:45:00,149.3180,149.4740,149.0590,149.0850,97411,1719892799999,14539985.0830,11389,41609,6211755.6480,0
144,2024-07-02 04:00:00,149.0850,149.8000,148.8750,149.7180,155981,1719893699999,23301405.6390,16295,86165,12872505.6650,0
145,2024-07-02 04:15:00,149.7160,149.8740,149.1200,149.3450,165513,1719894599999,24735073.0880,16803,63544,9499712.7620,0
146,2024-07-02 04:30:00,149.3460,149.5590,149.1940,149.2980,56444,1719895499999,8431851.1770,7955,25871,3864831.5650,0
147,2024-07-02 04:45:00,149.2960,149.5500,148.7120,148.8310,94001,1719896399999,14020036.3940,11033,33530,5002791.4690,0
148,2024-07-02 05:00:00,148.8320,148.9900,148.5900,148.8280,72415,1719897299999,10775284.4960,8946,32632,4856093.9580,0
149,2024-07-02 05:15:00,148.8280,149.2030,148.7430,149.0600,40227,1719898199999,5993908.7970,5976,20298,3024666.9380,0
150,2024-07-02 05:30:00,149.0600,149.2400,148.7000,149.0140,63553,1719899099999,9467014.5160,7731,29694,4423835.4180,0
151,2024-07-02 05:45:00,149.0150,149.1120,148.8100,149.0100,37877,1719899999999,5643161.3340,5271,19111,2847545.2150,0
152,2024-07-02 06:00:00,149.0100,149.1000,148.2180,148.4250,102834,1719900899999,15280558.6240,11925,41561,6175386.1250,0
153,2024-07-02 06:15:00,148.4240,148.7500,148.3150,148.3780,58210,1719901799999,8646717.7140,7957,28338,4209846.3270,0
154,2024-07-02 06:30:00,148.3780,148.4190,147.6900,148.0730,135376,1719902699999,20035868.5520,15563,46685,6910377.8140,0
155,2024-07-02 06:45:00,148.0720,148.1830,147.4700,147.7100,99028,1719903599999,14634348.8600,11251,45317,6697975.3170,0
156,2024-07-02 07:00:00,147.7100,147.7260,147.0020,147.1030,163677,1719904499999,24102942.3760,17442,73546,10830263.0300,0
157,2024-07-02 07:15:00,147.1020,147.6960,146.9030,147.6130,165018,1719905399999,24308167.1060,14974,100261,14770475.2890,0
158,2024-07-02 07:30:00,147.6230,147.8100,146.9450,147.0370,109834,1719906299999,16171165.8800,12251,53876,7934263.9340,0
159,2024-07-02 07:45:00,147.0410,147.5000,147.0240,147.3840,69758,1719907199999,10271940.9500,7632,48078,7080119.5810,0
160,2024-07-02 08:00:00,147.3840,147.7250,146.8140,147.0410,140271,1719908099999,20654818.1040,13239,65597,9660409.2290,0
161,2024-07-02 08:15:00,147.0410,147.6760,147.0240,147.5140,93912,1719908999999,13845335.9760,10975,54985,8105810.8840,0
162,2024-07-02 08:30:00,147.5090,147.7560,147.3170,147.7160,57438,1719909899999,8474149.4090,7836,35716,5269959.2160,0
163,2024-07-02 08:45:00,147.7150,148.3690,147.6500,147.9540,113251,1719910799999,16767097.3550,13026,60721,8989882.0960,0
164,2024-07-02 09:00:00,147.9550,148.4610,147.6680,148.3320,78147,1719911699999,11573415.7970,9575,45203,6695073.9520,0
165,2024-07-02 09:15:00,148.3320,148.3320,147.9980,148.1110,47789,1719912599999,7080910.4440,6520,22797,3377849.3230,0
166,2024-07-02 09:30:00,148.1120,148.4570,148.0120,148.3390,54505,1719913499999,8082786.3930,6796,29507,4375720.8610,0
167,2024-07-02 09:45:00,148.3400,148.4680,148.2080,148.2610,53997,1719914399999,8010421.4500,7688,23410,3472828.2170,0
168,2024-07-02 10:00:00,148.2600,148.3850,147.6580,147.8680,98481,1719915299999,14566415.1310,11095,41853,6190164.0010,0
169,2024-07-02 10:15:00,147.8680,148.4370,147.8350,148.4080,53364,1719916199999,7906908.5150,6260,30686,4546719.6640,0
170,2024-07-02 10:30:00,148.4070,148.8150,148.3850,148.4990,105446,1719917099999,15669116.8050,11581,56575,8407476.3860,0
171,2024-07-02 10:45:00,148.5070,148.8550,148.4980,148.7530,67295,1719917999999,10007840.4430,8183,32795,4877341.3790,0
172,2024-07-02 11:00:00,148.7530,148.8290,148.4050,148.5970,43121,1719918899999,6406986.4810,5877,16828,2500506.4900,0
173,2024-07-02 11:15:00,148.5980,149.4990,148.4450,149.4470,138258,1719919799999,20607403.2730,14271,88191,13145553.8990,0
174,2024-07-02 11:30:00,149.4470,150.0000,149.3510,149.4900,268558,1719920699999,40197980.7780,28648,142391,21315585.6240,0
175,2024-07-02 11:45:00,149.5040,149.7640,149.2560,149.6090,122287,1719921599999,18283432.6180,11882,66211,9900235.3430,0
176,2024-07-02 12:00:00,149.6090,149.6610,148.8790,148.9310,124115,1719922499999,18511637.6530,13098,56821,8475285.8420,0
177,2024-07-02 12:15:00,148.9310,149.9690,148.8700,149.9500,167024,1719923399999,24975721.0430,18322,100500,15027168.7030,0
178,2024-07-02 12:30:00,149.9570,151.1080,149.8560,150.8860,486607,1719924299999,73264268.2770,46439,260875,39278314.7040,0
179,2024-07-02 12:45:00,150.8860,151.5840,150.3120,150.4370,330931,1719925199999,49955582.0540,34452,172870,26107159.9890,0
180,2024-07-02 13:00:00,150.4380,150.8370,150.2740,150.7050,124167,1719926099999,18698055.6980,13429,65996,9938642.0850,0
181,2024-07-02 13:15:00,150.7050,150.7580,150.1510,150.5360,105634,1719926999999,15896091.0180,11924,49522,7453033.7210,0
182,2024-07-02 13:30:00,150.5360,151.8430,149.2800,150.4280,595577,1719927899999,89644767.3280,59286,273309,41170277.9950,0
183,2024-07-02 13:45:00,150.4270,150.5560,148.2830,148.7830,457935,1719928799999,68408553.3240,49920,220432,32939976.2470,0
184,2024-07-02 14:00:00,148.7920,149.1610,147.7600,148.2190,399903,1719929699999,59358333.2240,41559,196330,29150211.8000,0
185,2024-07-02 14:15:00,148.2120,148.7160,147.6500,148.3820,257440,1719930599999,38174122.3430,28394,136195,20199969.9350,0
186,2024-07-02 14:30:00,148.3820,148.6430,147.0500,147.7000,467045,1719931499999,68972988.2380,45885,212549,31395588.8500,0
187,2024-07-02 14:45:00,147.7000,148.6260,147.5110,148.1860,265075,1719932399999,39274112.2960,25827,145024,21488010.8540,0
188,2024-07-02 15:00:00,148.2050,149.0000,148.0000,148.2100,213490,1719933299999,31723276.6000,23228,112006,16650666.2080,0
189,2024-07-02 15:15:00,148.2090,148.3950,147.5710,147.8500,162122,1719934199999,24003970.5830,15931,71666,10612685.7460,0
190,2024-07-02 15:30:00,147.8370,148.5080,147.6000,148.2010,132217,1719935099999,19576460.5540,15742,64941,9616517.2750,0
191,2024-07-02 15:45:00,148.2010,148.7500,148.1090,148.3420,117409,1719935999999,17428379.8780,13969,58927,8747042.4080,0
192,2024-07-02 16:00:00,148.3340,148.4540,147.8050,147.9470,121332,1719936899999,17964111.2780,14370,52749,7809963.7880,0
193,2024-07-02 16:15:00,147.9410,148.2580,147.5810,148.0480,113764,1719937799999,16829115.2520,14472,63005,9320529.8420,0
194,2024-07-02 16:30:00,148.0660,148.7930,147.8800,148.7170,112708,1719938699999,16721956.0340,14134,62094,9212802.7310,0
195,2024-07-02 16:45:00,148.7190,149.0510,148.6110,148.9750,134201,1719939599999,19973383.8700,16251,74222,11047576.5720,0
196,2024-07-02 17:00:00,148.9740,149.3700,148.1870,148.2000,185064,1719940499999,27547863.6030,20912,97268,14485077.6090,0
197,2024-07-02 17:15:00,148.1990,148.7680,148.1930,148.6530,60499,1719941399999,8983312.0470,8429,35100,5211758.8450,0
198,2024-07-02 17:30:00,148.6530,149.0560,148.5100,149.0280,69219,1719942299999,10301505.1100,9091,36708,5463809.8440,0
199,2024-07-02 17:45:00,149.0250,149.9700,148.9650,149.9150,161384,1719943199999,24125056.5450,16268,83587,12495733.6520,0
200,2024-07-02 18:00:00,149.9060,151.4970,149.8960,151.1110,384539,1719944099999,57982088.7080,40818,198038,29852568.5590,0
201,2024-07-02 18:15:00,151.1100,153.7820,150.7810,152.5810,648341,1719944999999,98965848.5350,68479,362710,55353857.6390,0
202,2024-07-02 18:30:00,152.5790,152.8860,152.1420,152.5430,204444,1719945899999,31183131.4390,23404,95228,14524639.5900,0
203,2024-07-02 18:45:00,152.5460,152.9920,152.4840,152.8870,140118,1719946799999,21409646.6460,15990,70549,10779971.3110,0
204,2024-07-02 19:00:00,152.8870,153.3250,152.3330,152.6550,174946,1719947699999,26720134.7110,19882,89500,13671439.2830,0
205,2024-07-02 19:15:00,152.6550,152.7400,152.1000,152.2350,130040,1719948599999,19815079.5710,15783,59605,9082115.8780,0
206,2024-07-02 19:30:00,152.2340,153.6660,152.2230,152.6050,235412,1719949499999,36010366.9680,23204,109100,16692949.1430,0
207,2024-07-02 19:45:00,152.6040,152.9000,152.3810,152.7580,102380,1719950399999,15632195.2060,12206,50019,7637676.1080,0
208,2024-07-02 20:00:00,152.7680,153.2030,152.2740,153.1010,95045,1719951299999,14509777.0820,12141,52233,7976205.8810,0
209,2024-07-02 20:15:00,153.1010,153.4790,152.6330,153.3830,111726,1719952199999,17107468.9380,13433,64478,9875305.3450,0
