,timestamp,sumOpenInterest,sumOpenInterestValue
18464,2024-08-20 23:50:00,4367562.00000000,622649965.29624150
18465,2024-08-20 23:55:00,4372639.00000000,622394668.90723230
18466,2024-08-21 00:00:00,4370656.00000000,621550989.76000000
18467,2024-08-21 00:05:00,4368154.00000000,622715806.90930400
18468,2024-08-21 00:10:00,4367464.00000000,623569040.06400000
18469,2024-08-21 00:15:00,4369567.00000000,623091515.06600000
18470,2024-08-21 00:20:00,4371483.00000000,623233588.34400000
18471,2024-08-21 00:25:00,4372651.00000000,622927861.46000000
18472,2024-08-21 00:30:00,4373803.00000000,622597735.64100000
18473,2024-08-21 00:35:00,4372975.00000000,621159233.87500000
18474,2024-08-21 00:40:00,4375831.00000000,621403008.64800000
18475,2024-08-21 00:45:00,4378323.00000000,621903494.29352020
18476,2024-08-21 00:50:00,4378383.00000000,623230993.32127000
18477,2024-08-21 00:55:00,4373455.00000000,620892544.31163590
18478,2024-08-21 01:00:00,4353927.00000000,617278000.42500000
18479,2024-08-21 01:05:00,4355316.00000000,617657849.17200000
18480,2024-08-21 01:10:00,4351431.00000000,618582025.23600000
18481,2024-08-21 01:15:00,4348011.00000000,618213507.15445550
18482,2024-08-21 01:20:00,4349851.00000000,618848951.91900000
18483,2024-08-21 01:25:00,4362053.00000000,619646795.37871990
18484,2024-08-21 01:30:00,4353481.00000000,618951807.69400000
18485,2024-08-21 01:35:00,4362144.00000000,619174144.73118630
18486,2024-08-21 01:40:00,4371206.00000000,620705879.65668980
18487,2024-08-21 01:45:00,4372600.00000000,621134671.23878200
18488,2024-08-21 01:50:00,4374728.00000000,620938766.04960380
18489,2024-08-21 01:55:00,4371420.00000000,622955969.90531100
18490,2024-08-21 02:00:00,4370768.00000000,622978839.81599990
18491,2024-08-21 02:05:00,4372112.00000000,623878521.84000000
18492,2024-08-21 02:10:00,4378245.00000000,624223902.63000000
18493,2024-08-21 02:15:00,4378480.00000000,624189893.98548800
18494,2024-08-21 02:20:00,4383513.00000000,624589255.58624600
18495,2024-08-21 02:25:00,4384807.00000000,624962156.90300000
18496,2024-08-21 02:30:00,4381669.00000000,623932138.92400000
18497,2024-08-21 02:35:00,4380669.00000000,625076575.26300240
18498,2024-08-21 02:40:00,4382814.00000000,624835877.91000000
18499,2024-08-21 02:45:00,4381284.00000000,625356971.14466290
18500,2024-08-21 02:50:00,4383240.00000000,626671822.80000000
18501,2024-08-21 02:55:00,4381274.00000000,625773011.83565160
18502,2024-08-21 03:00:00,4384534.00000000,625863087.79090250
18503,2024-08-21 03:05:00,4383923.00000000,625327160.64300000
18504,2024-08-21 03:10:00,4385089.00000000,625563798.67844070
18505,2024-08-21 03:15:00,4383753.00000000,625964858.37600000
18506,2024-08-21 03:20:00,4384215.00000000,625159171.10487060
18507,2024-08-20 05:10:00,4329981.00000000,637390523.12400000
18508,2024-08-20 05:15:00,4336435.00000000,639333932.66766870
18509,2024-08-20 05:20:00,4332896.00000000,643019097.98400000
18510,2024-08-20 05:25:00,4342588.00000000,644579059.49253440
18511,2024-08-20 05:30:00,4342010.00000000,641479873.38000000
18512,2024-08-20 05:35:00,4338291.00000000,640726536.08100000
