,symbol,rate,time
1090,BTCUSDT,0.00037693,2020-12-29 08:00:00
1091,BTCUSDT,0.00048930,2020-12-29 16:00:00
1092,BTCUSDT,0.00039914,2020-12-30 00:00:00
1093,BTCUSDT,0.00048979,2020-12-30 08:00:00
1094,BTCUSDT,0.00076836,2020-12-30 16:00:00
1095,BTCUSDT,0.00062880,2020-12-31 00:00:00
1096,BTCUSDT,0.00053292,2020-12-31 08:00:00
1097,BTCUSDT,0.00060345,2020-12-31 16:00:00
1098,BTCUSDT,0.00036744,2021-01-01 00:00:00
1099,BTCUSDT,0.00022753,2021-01-01 08:00:00
1100,BTCUSDT,0.00026336,2021-01-01 16:00:00
1101,BTCUSDT,0.00034457,2021-01-02 00:00:00
1102,BTCUSDT,0.00010000,2021-01-02 08:00:00
1103,BTCUSDT,0.00020151,2021-01-02 16:00:00
1104,BTCUSDT,0.00115471,2021-01-03 00:00:00
1105,BTCUSDT,0.00124058,2021-01-03 08:00:00
1106,BTCUSDT,0.00114744,2021-01-03 16:00:00
1107,BTCUSDT,0.00155006,2021-01-04 00:00:00
1108,BTCUSDT,0.00164126,2021-01-04 08:00:00
1109,BTCUSDT,0.00236482,2021-01-04 16:00:00
1110,BTCUSDT,0.00056137,2021-01-05 00:00:00
1111,BTCUSDT,0.00088338,2021-01-05 08:00:00
1112,BTCUSDT,0.00047166,2021-01-05 16:00:00
1113,BTCUSDT,0.00062904,2021-01-06 00:00:00
1114,BTCUSDT,0.00127193,2021-01-06 08:00:00
1115,BTCUSDT,0.00210008,2021-01-06 16:00:00
1116,BTCUSDT,0.00149253,2021-01-07 00:00:00
1117,BTCUSDT,0.00100316,2021-01-07 08:00:00
1118,BTCUSDT,0.00142744,2021-01-07 16:00:00
1119,BTCUSDT,0.00099841,2021-01-08 00:00:00
1120,BTCUSDT,0.00213517,2021-01-08 08:00:00
1121,BTCUSDT,0.00092044,2021-01-08 16:00:00
1122,BTCUSDT,0.00131892,2021-01-09 00:00:00
1123,BTCUSDT,0.00062954,2021-01-09 08:00:00
1124,BTCUSDT,0.00066918,2021-01-09 16:00:00
1125,BTCUSDT,0.00146942,2021-01-10 00:00:00
1126,BTCUSDT,0.00145604,2021-01-10 08:00:00
1127,BTCUSDT,0.00120632,2021-01-10 16:00:00
1128,BTCUSDT,0.00052988,2021-01-11 00:00:00
1129,BTCUSDT,0.00086486,2021-01-11 08:00:00
1130,BTCUSDT,0.00081553,2021-01-11 16:00:00
1131,BTCUSDT,0.00053444,2021-01-12 00:00:00
1132,BTCUSDT,0.00033526,2021-01-12 08:00:00
1133,BTCUSDT,0.00050855,2021-01-12 16:00:00
1134,BTCUSDT,0.00054945,2021-01-13 00:00:00
1135,BTCUSDT,0.00014768,2021-01-13 08:00:00
1136,BTCUSDT,0.00022590,2021-01-13 16:00:00
1137,BTCUSDT,0.00070530,2021-01-14 00:00:00
1138,BTCUSDT,0.00078331,2021-01-14 08:00:00
1139,BTCUSDT,0.00072627,2021-01-14 16:00:00
1140,BTCUSDT,0.00068503,2021-01-15 00:00:00
1141,BTCUSDT,0.00055628,2021-01-15 08:00:00
1142,BTCUSDT,0.00064483,2021-01-15 16:00:00
1143,BTCUSDT,0.00118185,2021-01-16 00:00:00
1144,BTCUSDT,0.00010000,2021-01-16 08:00:00
1145,BTCUSDT,0.00032573,2021-01-16 16:00:00
1146,BTCUSDT,0.00068496,2021-01-17 00:00:00
1147,BTCUSDT,0.00033109,2021-01-17 08:00:00
1148,BTCUSDT,0.00030276,2021-01-17 16:00:00
1149,BTCUSDT,0.00010000,2021-01-18 00:00:00
1150,BTCUSDT,0.00055375,2021-01-18 08:00:00
1151,BTCUSDT,0.00049321,2021-01-18 16:00:00
1152,BTCUSDT,0.00103550,2021-01-19 00:00:00
1153,BTCUSDT,0.00061670,2021-01-19 08:00:00
1154,BTCUSDT,0.00140090,2021-01-19 16:00:00
1155,BTCUSDT,0.00158467,2021-01-20 00:00:00
1156,BTCUSDT,0.00088178,2021-01-20 08:00:00
1157,BTCUSDT,0.00017967,2021-01-20 16:00:00
1158,BTCUSDT,0.00016482,2021-01-21 00:00:00
1159,BTCUSDT,0.00042078,2021-01-21 08:00:00
1160,BTCUSDT,0.00048357,2021-01-21 16:00:00
1161,BTCUSDT,0.00026589,2021-01-22 00:00:00
1162,BTCUSDT,0.00010000,2021-01-22 08:00:00
1163,BTCUSDT,0.00010000,2021-01-22 16:00:00
1164,BTCUSDT,0.00010000,2021-01-23 00:00:00
1165,BTCUSDT,0.00010000,2021-01-23 08:00:00
1166,BTCUSDT,0.00012182,2021-01-23 16:00:00
1167,BTCUSDT,0.00010000,2021-01-24 00:00:00
1168,BTCUSDT,0.00010000,2021-01-24 08:00:00
1169,BTCUSDT,0.00014368,2021-01-24 16:00:00
1170,BTCUSDT,0.00041388,2021-01-25 00:00:00
1171,BTCUSDT,0.00010000,2021-01-25 08:00:00
1172,BTCUSDT,0.00052253,2021-01-25 16:00:00
1173,BTCUSDT,0.00042414,2021-01-26 00:00:00
1174,BTCUSDT,0.00013506,2021-01-26 08:00:00
1175,BTCUSDT,0.00010000,2021-01-26 16:00:00
1176,BTCUSDT,0.00010000,2021-01-27 00:00:00
1177,BTCUSDT,0.00010000,2021-01-27 08:00:00
1178,BTCUSDT,0.00010000,2021-01-27 16:00:00
1179,BTCUSDT,0.00010000,2021-01-28 00:00:00
1180,BTCUSDT,0.00010000,2021-01-28 08:00:00
1181,BTCUSDT,0.00010000,2021-01-28 16:00:00
1182,BTCUSDT,0.00022262,2021-01-29 00:00:00
1183,BTCUSDT,0.00010000,2021-01-29 08:00:00
1184,BTCUSDT,0.00064803,2021-01-29 16:00:00
1185,BTCUSDT,0.00166789,2021-01-30 00:00:00
1186,BTCUSDT,0.00039208,2021-01-30 08:00:00
1187,BTCUSDT,0.00033200,2021-01-30 16:00:00
1188,BTCUSDT,0.00052428,2021-01-31 00:00:00
1189,BTCUSDT,0.00054944,2021-01-31 08:00:00
1190,BTCUSDT,0.00046117,2021-01-31 16:00:00
1191,BTCUSDT,0.00044234,2021-02-01 00:00:00
1192,BTCUSDT,0.00013932,2021-02-01 08:00:00
1193,BTCUSDT,0.00037561,2021-02-01 16:00:00
1194,BTCUSDT,0.00066848,2021-02-02 00:00:00
1195,BTCUSDT,0.00036787,2021-02-02 08:00:00
1196,BTCUSDT,0.00044278,2021-02-02 16:00:00
1197,BTCUSDT,0.00122181,2021-02-03 00:00:00
1198,BTCUSDT,0.00077297,2021-02-03 08:00:00
1199,BTCUSDT,0.00080805,2021-02-03 16:00:00
1200,BTCUSDT,0.00075287,2021-02-04 00:00:00
1201,BTCUSDT,0.00029063,2021-02-04 08:00:00
1202,BTCUSDT,0.00074286,2021-02-04 16:00:00
1203,BTCUSDT,0.00061936,2021-02-05 00:00:00
1204,BTCUSDT,0.00056635,2021-02-05 08:00:00
1205,BTCUSDT,0.00074838,2021-02-05 16:00:00
1206,BTCUSDT,0.00099154,2021-02-06 00:00:00
1207,BTCUSDT,0.00034782,2021-02-06 08:00:00
1208,BTCUSDT,0.00069827,2021-02-06 16:00:00
1209,BTCUSDT,0.00102371,2021-02-07 00:00:00
1210,BTCUSDT,0.00155546,2021-02-07 08:00:00
1211,BTCUSDT,0.00065121,2021-02-07 16:00:00
1212,BTCUSDT,0.00106206,2021-02-08 00:00:00
1213,BTCUSDT,0.00059267,2021-02-08 08:00:00
1214,BTCUSDT,0.00057887,2021-02-08 16:00:00
1215,BTCUSDT,0.00248993,2021-02-09 00:00:00
1216,BTCUSDT,0.00131125,2021-02-09 08:00:00
1217,BTCUSDT,0.00186573,2021-02-09 16:00:00
1218,BTCUSDT,0.00161159,2021-02-10 00:00:00
1219,BTCUSDT,0.00124313,2021-02-10 08:00:00
1220,BTCUSDT,0.00175350,2021-02-10 16:00:00
1221,BTCUSDT,0.00112397,2021-02-11 00:00:00
1222,BTCUSDT,0.00076742,2021-02-11 08:00:00
1223,BTCUSDT,0.00083070,2021-02-11 16:00:00
1224,BTCUSDT,0.00174110,2021-02-12 00:00:00
1225,BTCUSDT,0.00128772,2021-02-12 08:00:00
1226,BTCUSDT,0.00125630,2021-02-12 16:00:00
1227,BTCUSDT,0.00105533,2021-02-13 00:00:00
1228,BTCUSDT,0.00139999,2021-02-13 08:00:00
1229,BTCUSDT,0.00141609,2021-02-13 16:00:00
1230,BTCUSDT,0.00075946,2021-02-14 00:00:00
1231,BTCUSDT,0.00085048,2021-02-14 08:00:00
1232,BTCUSDT,0.00146185,2021-02-14 16:00:00
1233,BTCUSDT,0.00149489,2021-02-15 00:00:00
1234,BTCUSDT,0.00117860,2021-02-15 08:00:00
1235,BTCUSDT,0.00040617,2021-02-15 16:00:00
1236,BTCUSDT,0.00068133,2021-02-16 00:00:00
1237,BTCUSDT,0.00099600,2021-02-16 08:00:00
1238,BTCUSDT,0.00123546,2021-02-16 16:00:00
1239,BTCUSDT,0.00141818,2021-02-17 00:00:00
1240,BTCUSDT,0.00104066,2021-02-17 08:00:00
1241,BTCUSDT,0.00093436,2021-02-17 16:00:00
1242,BTCUSDT,0.00147112,2021-02-18 00:00:00
1243,BTCUSDT,0.00132249,2021-02-18 08:00:00
1244,BTCUSDT,0.00154303,2021-02-18 16:00:00
1245,BTCUSDT,0.00125842,2021-02-19 00:00:00
1246,BTCUSDT,0.00091255,2021-02-19 08:00:00
1247,BTCUSDT,0.00084526,2021-02-19 16:00:00
1248,BTCUSDT,0.00128791,2021-02-20 00:00:00
1249,BTCUSDT,0.00156318,2021-02-20 08:00:00
1250,BTCUSDT,0.00116465,2021-02-20 16:00:00
1251,BTCUSDT,0.00122535,2021-02-21 00:00:00
1252,BTCUSDT,0.00100357,2021-02-21 08:00:00
1253,BTCUSDT,0.00099022,2021-02-21 16:00:00
1254,BTCUSDT,0.00125820,2021-02-22 00:00:00
1255,BTCUSDT,0.00117049,2021-02-22 08:00:00
1256,BTCUSDT,0.00091782,2021-02-22 16:00:00
1257,BTCUSDT,0.00077864,2021-02-23 00:00:00
1258,BTCUSDT,0.00024947,2021-02-23 08:00:00
1259,BTCUSDT,0.00029620,2021-02-23 16:00:00
1260,BTCUSDT,0.00013281,2021-02-24 00:00:00
1261,BTCUSDT,0.00010000,2021-02-24 08:00:00
1262,BTCUSDT,0.00051791,2021-02-24 16:00:00
1263,BTCUSDT,0.00037289,2021-02-25 00:00:00
1264,BTCUSDT,0.00017706,2021-02-25 08:00:00
1265,BTCUSDT,0.00018247,2021-02-25 16:00:00
1266,BTCUSDT,0.00034053,2021-02-26 00:00:00
1267,BTCUSDT,0.00010000,2021-02-26 08:00:00
1268,BTCUSDT,0.00010000,2021-02-26 16:00:00
1269,BTCUSDT,0.00010000,2021-02-27 00:00:00
1270,BTCUSDT,0.00030164,2021-02-27 08:00:00
1271,BTCUSDT,0.00044570,2021-02-27 16:00:00
1272,BTCUSDT,0.00010038,2021-02-28 00:00:00
1273,BTCUSDT,0.00010000,2021-02-28 08:00:00
1274,BTCUSDT,0.00010000,2021-02-28 16:00:00
1275,BTCUSDT,0.00037706,2021-03-01 00:00:00
1276,BTCUSDT,0.00016921,2021-03-01 08:00:00
1277,BTCUSDT,0.00010000,2021-03-01 16:00:00
1278,BTCUSDT,0.00010000,2021-03-02 00:00:00
1279,BTCUSDT,0.00010000,2021-03-02 08:00:00
1280,BTCUSDT,0.00010000,2021-03-02 16:00:00
1281,BTCUSDT,0.00010000,2021-03-03 00:00:00
1282,BTCUSDT,0.00010000,2021-03-03 08:00:00
1283,BTCUSDT,0.00010000,2021-03-03 16:00:00
1284,BTCUSDT,0.00045078,2021-03-04 00:00:00
1285,BTCUSDT,0.00010000,2021-03-04 08:00:00
1286,BTCUSDT,0.00010000,2021-03-04 16:00:00
1287,BTCUSDT,0.00010000,2021-03-05 00:00:00
1288,BTCUSDT,0.00010000,2021-03-05 08:00:00
1289,BTCUSDT,0.00010000,2021-03-05 16:00:00
1290,BTCUSDT,0.00010000,2021-03-06 00:00:00
1291,BTCUSDT,0.00010000,2021-03-06 08:00:00
1292,BTCUSDT,0.00010000,2021-03-06 16:00:00
1293,BTCUSDT,0.00010000,2021-03-07 00:00:00
1294,BTCUSDT,0.00010000,2021-03-07 08:00:00
1295,BTCUSDT,0.00010000,2021-03-07 16:00:00
1296,BTCUSDT,0.00017606,2021-03-08 00:00:00
1297,BTCUSDT,0.00010000,2021-03-08 08:00:00
1298,BTCUSDT,0.00010000,2021-03-08 16:00:00
1299,BTCUSDT,0.00024757,2021-03-09 00:00:00
1300,BTCUSDT,0.00072419,2021-03-09 08:00:00
1301,BTCUSDT,0.00041976,2021-03-09 16:00:00
1302,BTCUSDT,0.00057038,2021-03-10 00:00:00
1303,BTCUSDT,0.00024344,2021-03-10 08:00:00
1304,BTCUSDT,0.00048586,2021-03-10 16:00:00
1305,BTCUSDT,0.00056915,2021-03-11 00:00:00
1306,BTCUSDT,0.00095931,2021-03-11 08:00:00
1307,BTCUSDT,0.00099305,2021-03-11 16:00:00
1308,BTCUSDT,0.00085439,2021-03-12 00:00:00
1309,BTCUSDT,0.00102002,2021-03-12 08:00:00
1310,BTCUSDT,0.00067147,2021-03-12 16:00:00
1311,BTCUSDT,0.00051199,2021-03-13 00:00:00
1312,BTCUSDT,0.00047834,2021-03-13 08:00:00
1313,BTCUSDT,0.00060567,2021-03-13 16:00:00
1314,BTCUSDT,0.00057114,2021-03-14 00:00:00
1315,BTCUSDT,0.00081828,2021-03-14 08:00:00
1316,BTCUSDT,0.00084593,2021-03-14 16:00:00
1317,BTCUSDT,0.00115069,2021-03-15 00:00:00
1318,BTCUSDT,0.00082010,2021-03-15 08:00:00
1319,BTCUSDT,0.00105210,2021-03-15 16:00:00
1320,BTCUSDT,0.00015776,2021-03-16 00:00:00
1321,BTCUSDT,0.00022573,2021-03-16 08:00:00
1322,BTCUSDT,0.00035862,2021-03-16 16:00:00
1323,BTCUSDT,0.00040673,2021-03-17 00:00:00
1324,BTCUSDT,0.00035367,2021-03-17 08:00:00
1325,BTCUSDT,0.00019234,2021-03-17 16:00:00
1326,BTCUSDT,0.00024575,2021-03-18 00:00:00
1327,BTCUSDT,0.00030265,2021-03-18 08:00:00
1328,BTCUSDT,0.00029259,2021-03-18 16:00:00
1329,BTCUSDT,0.00032547,2021-03-19 00:00:00
1330,BTCUSDT,0.00032006,2021-03-19 08:00:00
1331,BTCUSDT,0.00012887,2021-03-19 16:00:00
1332,BTCUSDT,0.00033260,2021-03-20 00:00:00
1333,BTCUSDT,0.00049280,2021-03-20 08:00:00
1334,BTCUSDT,0.00044452,2021-03-20 16:00:00
1335,BTCUSDT,0.00048936,2021-03-21 00:00:00
1336,BTCUSDT,0.00031366,2021-03-21 08:00:00
1337,BTCUSDT,0.00042375,2021-03-21 16:00:00
1338,BTCUSDT,0.00010000,2021-03-22 00:00:00
1339,BTCUSDT,0.00051919,2021-03-22 08:00:00
1340,BTCUSDT,0.00045562,2021-03-22 16:00:00
1341,BTCUSDT,0.00048977,2021-03-23 00:00:00
1342,BTCUSDT,0.00024210,2021-03-23 08:00:00
1343,BTCUSDT,0.00026619,2021-03-23 16:00:00
1344,BTCUSDT,0.00042245,2021-03-24 00:00:00
1345,BTCUSDT,0.00053454,2021-03-24 08:00:00
1346,BTCUSDT,0.00016567,2021-03-24 16:00:00
1347,BTCUSDT,0.00026422,2021-03-25 00:00:00
1348,BTCUSDT,0.00011828,2021-03-25 08:00:00
1349,BTCUSDT,0.00010000,2021-03-25 16:00:00
1350,BTCUSDT,0.00010000,2021-03-26 00:00:00
1351,BTCUSDT,0.00016000,2021-03-26 08:00:00
1352,BTCUSDT,0.00010000,2021-03-26 16:00:00
1353,BTCUSDT,0.00010000,2021-03-27 00:00:00
1354,BTCUSDT,0.00010000,2021-03-27 08:00:00
1355,BTCUSDT,0.00010000,2021-03-27 16:00:00
1356,BTCUSDT,0.00010000,2021-03-28 00:00:00
1357,BTCUSDT,0.00010000,2021-03-28 08:00:00
1358,BTCUSDT,0.00010000,2021-03-28 16:00:00
1359,BTCUSDT,0.00010000,2021-03-29 00:00:00
1360,BTCUSDT,0.00010000,2021-03-29 08:00:00
1361,BTCUSDT,0.00010000,2021-03-29 16:00:00
1362,BTCUSDT,0.00018171,2021-03-30 00:00:00
1363,BTCUSDT,0.00032026,2021-03-30 08:00:00
1364,BTCUSDT,0.00027258,2021-03-30 16:00:00
1365,BTCUSDT,0.00083501,2021-03-31 00:00:00
1366,BTCUSDT,0.00080754,2021-03-31 08:00:00
1367,BTCUSDT,0.00070889,2021-03-31 16:00:00
1368,BTCUSDT,0.00058414,2021-04-01 00:00:00
1369,BTCUSDT,0.00109277,2021-04-01 08:00:00
1370,BTCUSDT,0.00095247,2021-04-01 16:00:00
1371,BTCUSDT,0.00051932,2021-04-02 00:00:00
1372,BTCUSDT,0.00071058,2021-04-02 08:00:00
1373,BTCUSDT,0.00106221,2021-04-02 16:00:00
1374,BTCUSDT,0.00101970,2021-04-03 00:00:00
1375,BTCUSDT,0.00063267,2021-04-03 08:00:00
1376,BTCUSDT,0.00107843,2021-04-03 16:00:00
1377,BTCUSDT,0.00101313,2021-04-04 00:00:00
1378,BTCUSDT,0.00052090,2021-04-04 08:00:00
1379,BTCUSDT,0.00048495,2021-04-04 16:00:00
1380,BTCUSDT,0.00026521,2021-04-05 00:00:00
1381,BTCUSDT,0.00039464,2021-04-05 08:00:00
1382,BTCUSDT,0.00043217,2021-04-05 16:00:00
1383,BTCUSDT,0.00037409,2021-04-06 00:00:00
1384,BTCUSDT,0.00097189,2021-04-06 08:00:00
1385,BTCUSDT,0.00057776,2021-04-06 16:00:00
1386,BTCUSDT,0.00083736,2021-04-07 00:00:00
1387,BTCUSDT,0.00057609,2021-04-07 08:00:00
1388,BTCUSDT,0.00053749,2021-04-07 16:00:00
1389,BTCUSDT,0.00053660,2021-04-08 00:00:00
1390,BTCUSDT,0.00040784,2021-04-08 08:00:00
1391,BTCUSDT,0.00024943,2021-04-08 16:00:00
1392,BTCUSDT,0.00026225,2021-04-09 00:00:00
1393,BTCUSDT,0.00019611,2021-04-09 08:00:00
1394,BTCUSDT,0.00026301,2021-04-09 16:00:00
1395,BTCUSDT,0.00021785,2021-04-10 00:00:00
1396,BTCUSDT,0.00012959,2021-04-10 08:00:00
1397,BTCUSDT,0.00148624,2021-04-10 16:00:00
1398,BTCUSDT,0.00119652,2021-04-11 00:00:00
1399,BTCUSDT,0.00086735,2021-04-11 08:00:00
1400,BTCUSDT,0.00099427,2021-04-11 16:00:00
1401,BTCUSDT,0.00105998,2021-04-12 00:00:00
1402,BTCUSDT,0.00093793,2021-04-12 08:00:00
1403,BTCUSDT,0.00106358,2021-04-12 16:00:00
1404,BTCUSDT,0.00094343,2021-04-13 00:00:00
1405,BTCUSDT,0.00084072,2021-04-13 08:00:00
1406,BTCUSDT,0.00089928,2021-04-13 16:00:00
1407,BTCUSDT,0.00122670,2021-04-14 00:00:00
1408,BTCUSDT,0.00090508,2021-04-14 08:00:00
1409,BTCUSDT,0.00108567,2021-04-14 16:00:00
1410,BTCUSDT,0.00104786,2021-04-15 00:00:00
1411,BTCUSDT,0.00076335,2021-04-15 08:00:00
1412,BTCUSDT,0.00082082,2021-04-15 16:00:00
1413,BTCUSDT,0.00110324,2021-04-16 00:00:00
1414,BTCUSDT,0.00109647,2021-04-16 08:00:00
1415,BTCUSDT,0.00120022,2021-04-16 16:00:00
1416,BTCUSDT,0.00115519,2021-04-17 00:00:00
1417,BTCUSDT,0.00054906,2021-04-17 08:00:00
1418,BTCUSDT,0.00054007,2021-04-17 16:00:00
1419,BTCUSDT,0.00087572,2021-04-18 00:00:00
1420,BTCUSDT,0.00081624,2021-04-18 08:00:00
1421,BTCUSDT,0.00058448,2021-04-18 16:00:00
1422,BTCUSDT,0.00010000,2021-04-19 00:00:00
1423,BTCUSDT,0.00010000,2021-04-19 08:00:00
1424,BTCUSDT,0.00010000,2021-04-19 16:00:00
1425,BTCUSDT,0.00010000,2021-04-20 00:00:00
1426,BTCUSDT,0.00010000,2021-04-20 08:00:00
1427,BTCUSDT,0.00010000,2021-04-20 16:00:00
1428,BTCUSDT,0.00010000,2021-04-21 00:00:00
1429,BTCUSDT,0.00010000,2021-04-21 08:00:00
1430,BTCUSDT,0.00010000,2021-04-21 16:00:00
1431,BTCUSDT,0.00010000,2021-04-22 00:00:00
1432,BTCUSDT,0.00010000,2021-04-22 08:00:00
1433,BTCUSDT,0.00010000,2021-04-22 16:00:00
1434,BTCUSDT,0.00010000,2021-04-23 00:00:00
1435,BTCUSDT,0.00010000,2021-04-23 08:00:00
1436,BTCUSDT,0.00047618,2021-04-23 16:00:00
1437,BTCUSDT,0.00010000,2021-04-24 00:00:00
1438,BTCUSDT,0.00010000,2021-04-24 08:00:00
1439,BTCUSDT,0.00027672,2021-04-24 16:00:00
1440,BTCUSDT,0.00016760,2021-04-25 00:00:00
1441,BTCUSDT,0.00021700,2021-04-25 08:00:00
1442,BTCUSDT,0.00038558,2021-04-25 16:00:00
1443,BTCUSDT,0.00010000,2021-04-26 00:00:00
1444,BTCUSDT,0.00010000,2021-04-26 08:00:00
1445,BTCUSDT,0.00010000,2021-04-26 16:00:00
1446,BTCUSDT,0.00010000,2021-04-27 00:00:00
1447,BTCUSDT,0.00010000,2021-04-27 08:00:00
1448,BTCUSDT,0.00010000,2021-04-27 16:00:00
1449,BTCUSDT,0.00010000,2021-04-28 00:00:00
1450,BTCUSDT,0.00010000,2021-04-28 08:00:00
1451,BTCUSDT,0.00010000,2021-04-28 16:00:00
1452,BTCUSDT,0.00010000,2021-04-29 00:00:00
1453,BTCUSDT,0.00010000,2021-04-29 08:00:00
1454,BTCUSDT,0.00010000,2021-04-29 16:00:00
1455,BTCUSDT,0.00010000,2021-04-30 00:00:00
1456,BTCUSDT,0.00010000,2021-04-30 08:00:00
1457,BTCUSDT,0.00010000,2021-04-30 16:00:00
1458,BTCUSDT,0.00010000,2021-05-01 00:00:00
1459,BTCUSDT,0.00011209,2021-05-01 08:00:00
1460,BTCUSDT,0.00010000,2021-05-01 16:00:00
1461,BTCUSDT,0.00032496,2021-05-02 00:00:00
1462,BTCUSDT,0.00015819,2021-05-02 08:00:00
1463,BTCUSDT,0.00045285,2021-05-02 16:00:00
1464,BTCUSDT,0.00045283,2021-05-03 00:00:00
1465,BTCUSDT,0.00040313,2021-05-03 08:00:00
1466,BTCUSDT,0.00036188,2021-05-03 16:00:00
1467,BTCUSDT,0.00067307,2021-05-04 00:00:00
1468,BTCUSDT,0.00050959,2021-05-04 08:00:00
1469,BTCUSDT,0.00012186,2021-05-04 16:00:00
1470,BTCUSDT,0.00066426,2021-05-05 00:00:00
1471,BTCUSDT,0.00044701,2021-05-05 08:00:00
1472,BTCUSDT,0.00042458,2021-05-05 16:00:00
1473,BTCUSDT,0.00011734,2021-05-06 00:00:00
1474,BTCUSDT,0.00076121,2021-05-06 08:00:00
1475,BTCUSDT,0.00059968,2021-05-06 16:00:00
1476,BTCUSDT,0.00093520,2021-05-07 00:00:00
1477,BTCUSDT,0.00044645,2021-05-07 08:00:00
1478,BTCUSDT,0.00053313,2021-05-07 16:00:00
1479,BTCUSDT,0.00017144,2021-05-08 00:00:00
1480,BTCUSDT,0.00059370,2021-05-08 08:00:00
1481,BTCUSDT,0.00046279,2021-05-08 16:00:00
1482,BTCUSDT,0.00046426,2021-05-09 00:00:00
1483,BTCUSDT,0.00048942,2021-05-09 08:00:00
1484,BTCUSDT,0.00043845,2021-05-09 16:00:00
1485,BTCUSDT,0.00063864,2021-05-10 00:00:00
1486,BTCUSDT,0.00033531,2021-05-10 08:00:00
1487,BTCUSDT,0.00090258,2021-05-10 16:00:00
1488,BTCUSDT,0.00098653,2021-05-11 00:00:00
1489,BTCUSDT,0.00039557,2021-05-11 08:00:00
1490,BTCUSDT,0.00050874,2021-05-11 16:00:00
1491,BTCUSDT,0.00025625,2021-05-12 00:00:00
1492,BTCUSDT,0.00016659,2021-05-12 08:00:00
1493,BTCUSDT,0.00033736,2021-05-12 16:00:00
1494,BTCUSDT,0.00039761,2021-05-13 00:00:00
1495,BTCUSDT,0.00011638,2021-05-13 08:00:00
1496,BTCUSDT,0.00010000,2021-05-13 16:00:00
1497,BTCUSDT,0.00022863,2021-05-14 00:00:00
1498,BTCUSDT,0.00040040,2021-05-14 08:00:00
1499,BTCUSDT,0.00035219,2021-05-14 16:00:00
1500,BTCUSDT,0.00015069,2021-05-15 00:00:00
1501,BTCUSDT,0.00010000,2021-05-15 08:00:00
1502,BTCUSDT,0.00010123,2021-05-15 16:00:00
1503,BTCUSDT,0.00020153,2021-05-16 00:00:00
1504,BTCUSDT,0.00040248,2021-05-16 08:00:00
1505,BTCUSDT,0.00016682,2021-05-16 16:00:00
1506,BTCUSDT,0.00036196,2021-05-17 00:00:00
1507,BTCUSDT,0.00010000,2021-05-17 08:00:00
1508,BTCUSDT,0.00063989,2021-05-17 16:00:00
1509,BTCUSDT,0.00059294,2021-05-18 00:00:00
1510,BTCUSDT,0.00054643,2021-05-18 08:00:00
1511,BTCUSDT,0.00014723,2021-05-18 16:00:00
1512,BTCUSDT,0.00021809,2021-05-19 00:00:00
1513,BTCUSDT,0.00010000,2021-05-19 08:00:00
1514,BTCUSDT,0.00035813,2021-05-19 16:00:00
1515,BTCUSDT,-0.00089697,2021-05-20 00:00:00
1516,BTCUSDT,0.00010000,2021-05-20 08:00:00
1517,BTCUSDT,0.00010000,2021-05-20 16:00:00
1518,BTCUSDT,0.00010000,2021-05-21 00:00:00
1519,BTCUSDT,0.00010000,2021-05-21 08:00:00
1520,BTCUSDT,-0.00001001,2021-05-21 16:00:00
1521,BTCUSDT,0.00007546,2021-05-22 00:00:00
1522,BTCUSDT,-0.00024448,2021-05-22 08:00:00
1523,BTCUSDT,0.00010000,2021-05-22 16:00:00
1524,BTCUSDT,0.00010000,2021-05-23 00:00:00
1525,BTCUSDT,-0.00005011,2021-05-23 08:00:00
1526,BTCUSDT,-0.00001059,2021-05-23 16:00:00
1527,BTCUSDT,0.00004696,2021-05-24 00:00:00
1528,BTCUSDT,-0.00008534,2021-05-24 08:00:00
1529,BTCUSDT,-0.00009905,2021-05-24 16:00:00
1530,BTCUSDT,0.00002089,2021-05-25 00:00:00
1531,BTCUSDT,0.00010000,2021-05-25 08:00:00
1532,BTCUSDT,0.00010000,2021-05-25 16:00:00
1533,BTCUSDT,0.00010000,2021-05-26 00:00:00
1534,BTCUSDT,0.00010000,2021-05-26 08:00:00
1535,BTCUSDT,0.00010000,2021-05-26 16:00:00
1536,BTCUSDT,0.00010000,2021-05-27 00:00:00
1537,BTCUSDT,0.00010000,2021-05-27 08:00:00
1538,BTCUSDT,0.00010000,2021-05-27 16:00:00
1539,BTCUSDT,0.00010000,2021-05-28 00:00:00
1540,BTCUSDT,0.00010000,2021-05-28 08:00:00
1541,BTCUSDT,0.00010000,2021-05-28 16:00:00
1542,BTCUSDT,0.00010000,2021-05-29 00:00:00
1543,BTCUSDT,0.00010000,2021-05-29 08:00:00
1544,BTCUSDT,0.00010000,2021-05-29 16:00:00
1545,BTCUSDT,0.00010375,2021-05-30 00:00:00
1546,BTCUSDT,0.00010000,2021-05-30 08:00:00
1547,BTCUSDT,0.00010000,2021-05-30 16:00:00
1548,BTCUSDT,0.00010000,2021-05-31 00:00:00
1549,BTCUSDT,0.00010000,2021-05-31 08:00:00
1550,BTCUSDT,0.00010000,2021-05-31 16:00:00
1551,BTCUSDT,0.00010000,2021-06-01 00:00:00
1552,BTCUSDT,0.00010000,2021-06-01 08:00:00
1553,BTCUSDT,0.00010000,2021-06-01 16:00:00
1554,BTCUSDT,0.00010000,2021-06-02 00:00:00
1555,BTCUSDT,0.00010000,2021-06-02 08:00:00
